componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,816,BRC0950A,Nome não encontrado
Energia,kcal,195,BRC0950A,Nome não encontrado
Umidade,g,"59,0",BRC0950A,Nome não encontrado
Carboidrato total,g,"13,9",BRC0950A,Nome não encontrado
Carboidrato disponível,g,"12,6",BRC0950A,Nome não encontrado
Proteína,g,"16,5",BRC0950A,Nome não encontrado
Lipídios,g,"8,41",BRC0950A,Nome não encontrado
Fibra alimentar,g,"1,38",BRC0950A,Nome não encontrado
Álcool,g,"0,00",BRC0950A,Nome não encontrado
Cinzas,g,"2,13",BRC0950A,Nome não encontrado
Colesterol,mg,"41,2",BRC0950A,Nome não encontrado
Ácidos graxos saturados,g,"3,80",BRC0950A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,04",BRC0950A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,36",BRC0950A,Nome não encontrado
Ácidos graxos trans,g,"0,18",BRC0950A,Nome não encontrado
Cálcio,mg,194,BRC0950A,Nome não encontrado
Ferro,mg,"1,14",BRC0950A,Nome não encontrado
Sódio,mg,387,BRC0950A,Nome não encontrado
Magnésio,mg,"17,7",BRC0950A,Nome não encontrado
Fósforo,mg,235,BRC0950A,Nome não encontrado
Potássio,mg,211,BRC0950A,Nome não encontrado
Manganês,mg,"0,02",BRC0950A,Nome não encontrado
Zinco,mg,"1,13",BRC0950A,Nome não encontrado
Cobre,mg,"0,06",BRC0950A,Nome não encontrado
Selênio,mcg,"9,20",BRC0950A,Nome não encontrado
Vitamina A (RE),mcg,121,BRC0950A,Nome não encontrado
Vitamina A (RAE),mcg,"70,6",BRC0950A,Nome não encontrado
Vitamina D,mcg,"0,08",BRC0950A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,29",BRC0950A,Nome não encontrado
Tiamina,mg,"0,17",BRC0950A,Nome não encontrado
Riboflavina,mg,"0,11",BRC0950A,Nome não encontrado
Niacina,mg,"8,45",BRC0950A,Nome não encontrado
Vitamina B6,mg,"0,03",BRC0950A,Nome não encontrado
Vitamina B12,mcg,"0,55",BRC0950A,Nome não encontrado
Vitamina C,mg,"2,47",BRC0950A,Nome não encontrado
Equivalente de folato,mcg,"42,0",BRC0950A,Nome não encontrado
Sal de adição,g,,BRC0950A,Nome não encontrado
Açúcar de adição,g,,BRC0950A,Nome não encontrado
Gordura de adição,g,-,BRC0950A,Nome não encontrado
Proteína vegetal,g,-,BRC0950A,Nome não encontrado
Proteína animal,g,-,BRC0950A,Nome não encontrado
