componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,1273,1273,BRC0655F,Nome não encontrado
Energia,kcal,307,307,BRC0655F,Nome não encontrado
Umidade,g,"39,6","39,6",BRC0655F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0655F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0655F,Nome não encontrado
Proteína,g,"19,7","19,7",BRC0655F,Nome não encontrado
Lipídios,g,"25,4","25,4",BRC0655F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0655F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0655F,Nome não encontrado
Cinzas,g,"15,3","15,3",BRC0655F,Nome não encontrado
Colesterol,mg,"91,5","91,5",BRC0655F,Nome não encontrado
Ácidos graxos saturados,g,"8,70","8,70",BRC0655F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,50","7,50",BRC0655F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,30",BRC0655F,Nome não encontrado
Ácidos graxos trans,g,"0,66","0,66",BRC0655F,Nome não encontrado
Cálcio,mg,"14,1","14,1",BRC0655F,Nome não encontrado
Ferro,mg,"1,33","1,33",BRC0655F,Nome não encontrado
Sódio,mg,4439,4439,BRC0655F,Nome não encontrado
Magnésio,mg,"12,2","12,2",BRC0655F,Nome não encontrado
Fósforo,mg,100,100,BRC0655F,Nome não encontrado
Potássio,mg,190,190,BRC0655F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0655F,Nome não encontrado
Zinco,mg,"3,65","3,65",BRC0655F,Nome não encontrado
Cobre,mg,traços,traços,BRC0655F,Nome não encontrado
Selênio,mcg,"8,48","8,48",BRC0655F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0655F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0655F,Nome não encontrado
Vitamina D,mcg,"0,30","0,30",BRC0655F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,49","0,49",BRC0655F,Nome não encontrado
Tiamina,mg,traços,traços,BRC0655F,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0655F,Nome não encontrado
Niacina,mg,"2,83","2,83",BRC0655F,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0655F,Nome não encontrado
Vitamina B12,mcg,"0,79","0,79",BRC0655F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0655F,Nome não encontrado
Equivalente de folato,mcg,106,106,BRC0655F,Nome não encontrado
Sal de adição,g,,,BRC0655F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0655F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0655F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0655F,Nome não encontrado
Proteína animal,g,"19,7","19,7",BRC0655F,Nome não encontrado
