componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (25 g),codigo_alimento,nome_alimento
Energia,kJ,1466,366,BRC0191K,Nome não encontrado
Energia,kcal,350,87,BRC0191K,Nome não encontrado
Umidade,g,"30,7","7,68",BRC0191K,Nome não encontrado
Carboidrato total,g,"46,5","11,6",BRC0191K,Nome não encontrado
Carboidrato disponível,g,"45,3","11,3",BRC0191K,Nome não encontrado
Proteína,g,"5,45","1,36",BRC0191K,Nome não encontrado
Lipídios,g,"16,1","4,01",BRC0191K,Nome não encontrado
Fibra alimentar,g,"1,25","0,31",BRC0191K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0191K,Nome não encontrado
Cinzas,g,"1,26","0,32",BRC0191K,Nome não encontrado
Colesterol,mg,"20,0","5,00",BRC0191K,Nome não encontrado
Ácidos graxos saturados,g,"8,95","2,24",BRC0191K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,81","0,95",BRC0191K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,63","0,41",BRC0191K,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,01",BRC0191K,Nome não encontrado
Cálcio,mg,148,"37,2",BRC0191K,Nome não encontrado
Ferro,mg,"0,32","0,08",BRC0191K,Nome não encontrado
Sódio,mg,"93,8","23,4",BRC0191K,Nome não encontrado
Magnésio,mg,"22,6","5,66",BRC0191K,Nome não encontrado
Fósforo,mg,122,"30,5",BRC0191K,Nome não encontrado
Potássio,mg,265,"66,5",BRC0191K,Nome não encontrado
Manganês,mg,"0,20","0,05",BRC0191K,Nome não encontrado
Zinco,mg,"0,76","0,19",BRC0191K,Nome não encontrado
Cobre,mg,"0,07","0,02",BRC0191K,Nome não encontrado
Selênio,mcg,"4,58","1,15",BRC0191K,Nome não encontrado
Vitamina A (RE),mcg,"50,2","12,6",BRC0191K,Nome não encontrado
Vitamina A (RAE),mcg,"49,2","12,3",BRC0191K,Nome não encontrado
Vitamina D,mcg,"0,13","0,03",BRC0191K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,05",BRC0191K,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0191K,Nome não encontrado
Riboflavina,mg,"0,19","0,05",BRC0191K,Nome não encontrado
Niacina,mg,traços,traços,BRC0191K,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0191K,Nome não encontrado
Vitamina B12,mcg,"0,24","0,06",BRC0191K,Nome não encontrado
Vitamina C,mg,"0,57","0,14",BRC0191K,Nome não encontrado
Equivalente de folato,mcg,"14,9","3,72",BRC0191K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0191K,Nome não encontrado
Açúcar de adição,g,,,BRC0191K,Nome não encontrado
Gordura de adição,g,-,-,BRC0191K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0191K,Nome não encontrado
Proteína animal,g,-,-,BRC0191K,Nome não encontrado
