componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,464,255,185,BRC0996A,Nome não encontrado
Energia,kcal,110,60,43,BRC0996A,Nome não encontrado
Umidade,g,"73,1","40,2","29,2",BRC0996A,Nome não encontrado
Carboidrato total,g,"21,0","11,6","8,41",BRC0996A,Nome não encontrado
Carboidrato disponível,g,"19,2","10,5","7,67",BRC0996A,Nome não encontrado
Proteína,g,"3,94","2,17","1,58",BRC0996A,Nome não encontrado
Lipídios,g,"1,53","0,84","0,61",BRC0996A,Nome não encontrado
Fibra alimentar,g,"1,85","1,01","0,74",BRC0996A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0996A,Nome não encontrado
Cinzas,g,"0,42","0,23","0,17",BRC0996A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0996A,Nome não encontrado
Ácidos graxos saturados,g,"0,23","0,13","0,09",BRC0996A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,33","0,18","0,13",BRC0996A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,93","0,51","0,37",BRC0996A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,00",BRC0996A,Nome não encontrado
Cálcio,mg,"3,68","2,03","1,47",BRC0996A,Nome não encontrado
Ferro,mg,"0,59","0,32","0,24",BRC0996A,Nome não encontrado
Sódio,mg,"2,95","1,62","1,18",BRC0996A,Nome não encontrado
Magnésio,mg,"31,2","17,2","12,5",BRC0996A,Nome não encontrado
Fósforo,mg,"81,6","44,9","32,6",BRC0996A,Nome não encontrado
Potássio,mg,111,"61,2","44,5",BRC0996A,Nome não encontrado
Manganês,mg,"0,28","0,15","0,11",BRC0996A,Nome não encontrado
Zinco,mg,"1,29","0,71","0,52",BRC0996A,Nome não encontrado
Cobre,mg,"0,12","0,07","0,05",BRC0996A,Nome não encontrado
Selênio,mcg,"0,79","0,43","0,32",BRC0996A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0996A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0996A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0996A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,39","0,21","0,15",BRC0996A,Nome não encontrado
Tiamina,mg,"0,05","0,03","0,02",BRC0996A,Nome não encontrado
Riboflavina,mg,"0,08","0,05","0,03",BRC0996A,Nome não encontrado
Niacina,mg,"1,22","0,67","0,49",BRC0996A,Nome não encontrado
Vitamina B6,mg,"0,14","0,08","0,06",BRC0996A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0996A,Nome não encontrado
Vitamina C,mg,"0,45","0,25","0,18",BRC0996A,Nome não encontrado
Equivalente de folato,mcg,"0,69","0,38","0,28",BRC0996A,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0996A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0996A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0996A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0996A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0996A,Nome não encontrado
