componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,765,458,305,BRC0883B,Nome não encontrado
Energia,kcal,182,109,72,BRC0883B,Nome não encontrado
Umidade,g,"56,6","34,0","22,7",BRC0883B,Nome não encontrado
Carboidrato total,g,"33,4","20,0","13,3",BRC0883B,Nome não encontrado
Carboidrato disponível,g,"29,6","17,8","11,9",BRC0883B,Nome não encontrado
Proteína,g,"2,11","1,26","0,84",BRC0883B,Nome não encontrado
Lipídios,g,"5,28","3,17","2,11",BRC0883B,Nome não encontrado
Fibra alimentar,g,"3,74","2,25","1,50",BRC0883B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0883B,Nome não encontrado
Cinzas,g,"2,62","1,57","1,05",BRC0883B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0883B,Nome não encontrado
Ácidos graxos saturados,g,"0,84","0,50","0,34",BRC0883B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,66","2,19","1,46",BRC0883B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,64","0,38","0,26",BRC0883B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0883B,Nome não encontrado
Cálcio,mg,"37,6","22,6","15,1",BRC0883B,Nome não encontrado
Ferro,mg,"0,56","0,34","0,22",BRC0883B,Nome não encontrado
Sódio,mg,"11,1","6,66","4,44",BRC0883B,Nome não encontrado
Magnésio,mg,"30,7","18,4","12,3",BRC0883B,Nome não encontrado
Fósforo,mg,"46,3","27,8","18,5",BRC0883B,Nome não encontrado
Potássio,mg,431,258,172,BRC0883B,Nome não encontrado
Manganês,mg,"0,26","0,16","0,11",BRC0883B,Nome não encontrado
Zinco,mg,"0,27","0,16","0,11",BRC0883B,Nome não encontrado
Cobre,mg,"0,14","0,09","0,06",BRC0883B,Nome não encontrado
Selênio,mcg,"1,06","0,63","0,42",BRC0883B,Nome não encontrado
Vitamina A (RE),mcg,749,449,299,BRC0883B,Nome não encontrado
Vitamina A (RAE),mcg,374,224,149,BRC0883B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0883B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,31","1,39","0,92",BRC0883B,Nome não encontrado
Tiamina,mg,"0,06","0,03","0,02",BRC0883B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0883B,Nome não encontrado
Niacina,mg,"0,01","0,01","0,00",BRC0883B,Nome não encontrado
Vitamina B6,mg,"0,12","0,07","0,05",BRC0883B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0883B,Nome não encontrado
Vitamina C,mg,"16,7","10,0","6,68",BRC0883B,Nome não encontrado
Equivalente de folato,mcg,"14,8","8,87","5,91",BRC0883B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0883B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0883B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0883B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0883B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0883B,Nome não encontrado
