componente,unidade,Valor por 100g,Colher sopa cheia (28 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,57,15,10,BRC0003B,Nome não encontrado
Energia,kcal,13,3,2,BRC0003B,Nome não encontrado
Umidade,g,"95,7","26,8","17,2",BRC0003B,Nome não encontrado
Carboidrato total,g,"3,34","0,94","0,60",BRC0003B,Nome não encontrado
Carboidrato disponível,g,"2,17","0,61","0,39",BRC0003B,Nome não encontrado
Proteína,g,"0,61","0,17","0,11",BRC0003B,Nome não encontrado
Lipídios,g,traços,traços,traços,BRC0003B,Nome não encontrado
Fibra alimentar,g,"1,17","0,33","0,21",BRC0003B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0003B,Nome não encontrado
Cinzas,g,"0,36","0,10","0,06",BRC0003B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0003B,Nome não encontrado
Ácidos graxos saturados,g,traços,traços,traços,BRC0003B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0003B,Nome não encontrado
Ácidos graxos poliinsaturados,g,traços,traços,traços,BRC0003B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0003B,Nome não encontrado
Cálcio,mg,"8,74","2,45","1,57",BRC0003B,Nome não encontrado
Ferro,mg,"0,15","0,04","0,03",BRC0003B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0003B,Nome não encontrado
Magnésio,mg,"4,09","1,15","0,74",BRC0003B,Nome não encontrado
Fósforo,mg,"11,6","3,25","2,09",BRC0003B,Nome não encontrado
Potássio,mg,164,"46,1","29,6",BRC0003B,Nome não encontrado
Manganês,mg,"0,01","0,00","0,00",BRC0003B,Nome não encontrado
Zinco,mg,traços,traços,traços,BRC0003B,Nome não encontrado
Cobre,mg,"0,02","0,01","0,00",BRC0003B,Nome não encontrado
Selênio,mcg,"1,10","0,31","0,20",BRC0003B,Nome não encontrado
Vitamina A (RE),mcg,1335,373,240,BRC0003B,Nome não encontrado
Vitamina A (RAE),mcg,667,186,120,BRC0003B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0003B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,01","0,01",BRC0003B,Nome não encontrado
Tiamina,mg,"0,07","0,02","0,01",BRC0003B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0003B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0003B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,01",BRC0003B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0003B,Nome não encontrado
Vitamina C,mg,"1,50","0,42","0,27",BRC0003B,Nome não encontrado
Equivalente de folato,mcg,"8,21","2,30","1,48",BRC0003B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0003B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0003B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0003B,Nome não encontrado
Proteína vegetal,g,"0,61","0,17","0,11",BRC0003B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0003B,Nome não encontrado
