componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,919,1102,BRC0166F,Nome não encontrado
Energia,kcal,220,264,BRC0166F,Nome não encontrado
Umidade,g,"61,4","73,7",BRC0166F,Nome não encontrado
Carboidrato total,g,"5,65","6,78",BRC0166F,Nome não encontrado
Carboidrato disponível,g,"5,65","6,78",BRC0166F,Nome não encontrado
Proteína,g,"18,1","21,7",BRC0166F,Nome não encontrado
Lipídios,g,"13,9","16,7",BRC0166F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0166F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0166F,Nome não encontrado
Cinzas,g,"0,94","1,13",BRC0166F,Nome não encontrado
Colesterol,mg,245,294,BRC0166F,Nome não encontrado
Ácidos graxos saturados,g,"4,39","5,27",BRC0166F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,03","7,23",BRC0166F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,00","2,40",BRC0166F,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,07",BRC0166F,Nome não encontrado
Cálcio,mg,"10,5","12,7",BRC0166F,Nome não encontrado
Ferro,mg,"1,34","1,61",BRC0166F,Nome não encontrado
Sódio,mg,"81,4","97,6",BRC0166F,Nome não encontrado
Magnésio,mg,"39,2","47,0",BRC0166F,Nome não encontrado
Fósforo,mg,345,414,BRC0166F,Nome não encontrado
Potássio,mg,569,683,BRC0166F,Nome não encontrado
Manganês,mg,,,BRC0166F,Nome não encontrado
Zinco,mg,"2,94","3,53",BRC0166F,Nome não encontrado
Cobre,mg,,,BRC0166F,Nome não encontrado
Selênio,mcg,,,BRC0166F,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0166F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0166F,Nome não encontrado
Vitamina D,mcg,,,BRC0166F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,33","0,39",BRC0166F,Nome não encontrado
Tiamina,mg,"0,97","1,17",BRC0166F,Nome não encontrado
Riboflavina,mg,"0,70","0,84",BRC0166F,Nome não encontrado
Niacina,mg,"14,5","17,4",BRC0166F,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0166F,Nome não encontrado
Vitamina B12,mcg,"1,31","1,57",BRC0166F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0166F,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0166F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0166F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0166F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0166F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0166F,Nome não encontrado
Proteína animal,g,"18,1","21,7",BRC0166F,Nome não encontrado
