componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,1332,BRC0112T,Nome não encontrado
Energia,kcal,316,BRC0112T,Nome não encontrado
Umidade,g,"11,7",BRC0112T,Nome não encontrado
Carboidrato total,g,"60,4",BRC0112T,Nome não encontrado
Carboidrato disponível,g,"44,2",BRC0112T,Nome não encontrado
Proteína,g,"23,2",BRC0112T,Nome não encontrado
Lipídios,g,"1,51",BRC0112T,Nome não encontrado
Fibra alimentar,g,"16,2",BRC0112T,Nome não encontrado
Álcool,g,"0,00",BRC0112T,Nome não encontrado
Cinzas,g,"3,18",BRC0112T,Nome não encontrado
Colesterol,mg,"0,00",BRC0112T,Nome não encontrado
Ácidos graxos saturados,g,"0,43",BRC0112T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,11",BRC0112T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,62",BRC0112T,Nome não encontrado
Ácidos graxos trans,g,,BRC0112T,Nome não encontrado
Cálcio,mg,"43,2",BRC0112T,Nome não encontrado
Ferro,mg,"5,91",BRC0112T,Nome não encontrado
Sódio,mg,"20,0",BRC0112T,Nome não encontrado
Magnésio,mg,417,BRC0112T,Nome não encontrado
Fósforo,mg,357,BRC0112T,Nome não encontrado
Potássio,mg,1700,BRC0112T,Nome não encontrado
Manganês,mg,"2,80",BRC0112T,Nome não encontrado
Zinco,mg,"5,60",BRC0112T,Nome não encontrado
Cobre,mg,"1,37",BRC0112T,Nome não encontrado
Selênio,mcg,,BRC0112T,Nome não encontrado
Vitamina A (RE),mcg,"0,87",BRC0112T,Nome não encontrado
Vitamina A (RAE),mcg,"0,43",BRC0112T,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0112T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0112T,Nome não encontrado
Tiamina,mg,"0,69",BRC0112T,Nome não encontrado
Riboflavina,mg,"0,13",BRC0112T,Nome não encontrado
Niacina,mg,"2,86",BRC0112T,Nome não encontrado
Vitamina B6,mg,"0,16",BRC0112T,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0112T,Nome não encontrado
Vitamina C,mg,"0,00",BRC0112T,Nome não encontrado
Equivalente de folato,mcg,"23,0",BRC0112T,Nome não encontrado
Sal de adição,g,"0,00",BRC0112T,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0112T,Nome não encontrado
Gordura de adição,g,"0,00",BRC0112T,Nome não encontrado
Proteína vegetal,g,"23,2",BRC0112T,Nome não encontrado
Proteína animal,g,"0,00",BRC0112T,Nome não encontrado
