componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,409,102,BRC0012A,Nome não encontrado
Energia,kcal,96,24,BRC0012A,Nome não encontrado
Umidade,g,"75,8","18,9",BRC0012A,Nome não encontrado
Carboidrato total,g,"21,9","5,47",BRC0012A,Nome não encontrado
Carboidrato disponível,g,"21,6","5,40",BRC0012A,Nome não encontrado
Proteína,g,"2,01","0,50",BRC0012A,Nome não encontrado
Lipídios,g,"0,14","0,04",BRC0012A,Nome não encontrado
Fibra alimentar,g,"0,28","0,07",BRC0012A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0012A,Nome não encontrado
Cinzas,g,"0,18","0,05",BRC0012A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0012A,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,01",BRC0012A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,01",BRC0012A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,05","0,01",BRC0012A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0012A,Nome não encontrado
Cálcio,mg,"0,17","0,04",BRC0012A,Nome não encontrado
Ferro,mg,"0,12","0,03",BRC0012A,Nome não encontrado
Sódio,mg,"0,13","0,03",BRC0012A,Nome não encontrado
Magnésio,mg,"11,0","2,75",BRC0012A,Nome não encontrado
Fósforo,mg,"38,0","9,50",BRC0012A,Nome não encontrado
Potássio,mg,"19,0","4,75",BRC0012A,Nome não encontrado
Manganês,mg,"0,32","0,08",BRC0012A,Nome não encontrado
Zinco,mg,"0,49","0,12",BRC0012A,Nome não encontrado
Cobre,mg,"0,01","0,00",BRC0012A,Nome não encontrado
Selênio,mcg,"5,80","1,45",BRC0012A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0012A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0012A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0012A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,24","0,06",BRC0012A,Nome não encontrado
Tiamina,mg,"0,21","0,05",BRC0012A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0012A,Nome não encontrado
Niacina,mg,traços,traços,BRC0012A,Nome não encontrado
Vitamina B6,mg,"0,05","0,01",BRC0012A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0012A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0012A,Nome não encontrado
Equivalente de folato,mcg,"30,0","7,50",BRC0012A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0012A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0012A,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0012A,Nome não encontrado
Proteína vegetal,g,"0,14","0,04",BRC0012A,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0012A,Nome não encontrado
