componente,unidade,Valor por 100g,Colher sopa cheia (15 g),codigo_alimento,nome_alimento
Energia,kJ,1626,243,BRC0040T,Nome não encontrado
Energia,kcal,389,58,BRC0040T,Nome não encontrado
Umidade,g,"5,75","0,86",BRC0040T,Nome não encontrado
Carboidrato total,g,"38,4","5,77",BRC0040T,Nome não encontrado
Carboidrato disponível,g,"18,3","2,74",BRC0040T,Nome não encontrado
Proteína,g,"36,0","5,40",BRC0040T,Nome não encontrado
Lipídios,g,"14,6","2,19",BRC0040T,Nome não encontrado
Fibra alimentar,g,"20,2","3,03",BRC0040T,Nome não encontrado
Álcool,g,,,BRC0040T,Nome não encontrado
Cinzas,g,"5,15","0,77",BRC0040T,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0040T,Nome não encontrado
Ácidos graxos saturados,g,"2,12","0,32",BRC0040T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,23","0,48",BRC0040T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,26","1,24",BRC0040T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0040T,Nome não encontrado
Cálcio,mg,206,"30,9",BRC0040T,Nome não encontrado
Ferro,mg,"13,1","1,96",BRC0040T,Nome não encontrado
Sódio,mg,"5,75","0,86",BRC0040T,Nome não encontrado
Magnésio,mg,241,"36,3",BRC0040T,Nome não encontrado
Fósforo,mg,539,"80,9",BRC0040T,Nome não encontrado
Potássio,mg,1922,288,BRC0040T,Nome não encontrado
Manganês,mg,"2,87","0,43",BRC0040T,Nome não encontrado
Zinco,mg,"4,54","0,68",BRC0040T,Nome não encontrado
Cobre,mg,"1,29","0,19",BRC0040T,Nome não encontrado
Selênio,mcg,,,BRC0040T,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0040T,Nome não encontrado
Vitamina A (RAE),mcg,"4,25","0,64",BRC0040T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0040T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,38","0,21",BRC0040T,Nome não encontrado
Tiamina,mg,"0,20","0,03",BRC0040T,Nome não encontrado
Riboflavina,mg,"0,04","0,01",BRC0040T,Nome não encontrado
Niacina,mg,traços,traços,BRC0040T,Nome não encontrado
Vitamina B6,mg,"0,03","0,00",BRC0040T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0040T,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0040T,Nome não encontrado
Equivalente de folato,mcg,342,"51,4",BRC0040T,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0040T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0040T,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0040T,Nome não encontrado
Proteína vegetal,g,"36,0","5,40",BRC0040T,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0040T,Nome não encontrado
