componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,578,462,BRC0195C,Nome não encontrado
Energia,kcal,136,108,BRC0195C,Nome não encontrado
Umidade,g,"65,5","52,4",BRC0195C,Nome não encontrado
Carboidrato total,g,"33,3","26,6",BRC0195C,Nome não encontrado
Carboidrato disponível,g,"32,5","26,0",BRC0195C,Nome não encontrado
Proteína,g,"0,60","0,48",BRC0195C,Nome não encontrado
Lipídios,g,"0,26","0,20",BRC0195C,Nome não encontrado
Fibra alimentar,g,"0,84","0,67",BRC0195C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0195C,Nome não encontrado
Cinzas,g,"0,39","0,31",BRC0195C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0195C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,01",BRC0195C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,03","0,02",BRC0195C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,06",BRC0195C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0195C,Nome não encontrado
Cálcio,mg,"24,6","19,6",BRC0195C,Nome não encontrado
Ferro,mg,"0,90","0,72",BRC0195C,Nome não encontrado
Sódio,mg,"5,24","4,20",BRC0195C,Nome não encontrado
Magnésio,mg,"19,3","15,4",BRC0195C,Nome não encontrado
Fósforo,mg,"11,1","8,85",BRC0195C,Nome não encontrado
Potássio,mg,137,109,BRC0195C,Nome não encontrado
Manganês,mg,"1,62","1,30",BRC0195C,Nome não encontrado
Zinco,mg,"0,16","0,12",BRC0195C,Nome não encontrado
Cobre,mg,"0,10","0,08",BRC0195C,Nome não encontrado
Selênio,mcg,"0,30","0,24",BRC0195C,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0195C,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0195C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0195C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,03",BRC0195C,Nome não encontrado
Tiamina,mg,"0,10","0,08",BRC0195C,Nome não encontrado
Riboflavina,mg,"0,02","0,02",BRC0195C,Nome não encontrado
Niacina,mg,traços,traços,BRC0195C,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0195C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0195C,Nome não encontrado
Vitamina C,mg,"17,4","13,9",BRC0195C,Nome não encontrado
Equivalente de folato,mcg,"4,24","3,39",BRC0195C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0195C,Nome não encontrado
Açúcar de adição,g,"25,0","20,0",BRC0195C,Nome não encontrado
Gordura de adição,g,-,-,BRC0195C,Nome não encontrado
Proteína vegetal,g,-,-,BRC0195C,Nome não encontrado
Proteína animal,g,-,-,BRC0195C,Nome não encontrado
