componente,unidade,Valor por 100g,Colher sopa cheia (22 g),Colher sopa rasa (14 g),codigo_alimento,nome_alimento
Energia,kJ,1325,291,185,BRC0030T,Nome não encontrado
Energia,kcal,314,69,43,BRC0030T,Nome não encontrado
Umidade,g,"11,8","2,59","1,65",BRC0030T,Nome não encontrado
Carboidrato total,g,"61,2","13,5","8,56",BRC0030T,Nome não encontrado
Carboidrato disponível,g,"46,0","10,1","6,43",BRC0030T,Nome não encontrado
Proteína,g,"22,5","4,96","3,15",BRC0030T,Nome não encontrado
Lipídios,g,"1,06","0,23","0,15",BRC0030T,Nome não encontrado
Fibra alimentar,g,"15,2","3,34","2,13",BRC0030T,Nome não encontrado
Álcool,g,,,,BRC0030T,Nome não encontrado
Cinzas,g,"3,50","0,77","0,49",BRC0030T,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
Ácidos graxos saturados,g,"0,15","0,03","0,02",BRC0030T,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,02","0,01",BRC0030T,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,59","0,13","0,08",BRC0030T,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
Cálcio,mg,121,"26,7","17,0",BRC0030T,Nome não encontrado
Ferro,mg,"6,69","1,47","0,94",BRC0030T,Nome não encontrado
Sódio,mg,"12,0","2,64","1,68",BRC0030T,Nome não encontrado
Magnésio,mg,"76,5","16,8","10,7",BRC0030T,Nome não encontrado
Fósforo,mg,406,"89,3","56,8",BRC0030T,Nome não encontrado
Potássio,mg,1359,298,190,BRC0030T,Nome não encontrado
Manganês,mg,,,,BRC0030T,Nome não encontrado
Zinco,mg,"2,74","0,60","0,38",BRC0030T,Nome não encontrado
Cobre,mg,,,,BRC0030T,Nome não encontrado
Selênio,mcg,"3,20","0,70","0,45",BRC0030T,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,21","0,05","0,03",BRC0030T,Nome não encontrado
Tiamina,mg,"0,61","0,13","0,09",BRC0030T,Nome não encontrado
Riboflavina,mg,"0,22","0,05","0,03",BRC0030T,Nome não encontrado
Niacina,mg,"2,11","0,46","0,30",BRC0030T,Nome não encontrado
Vitamina B6,mg,"0,40","0,09","0,06",BRC0030T,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
Vitamina C,mg,"4,50","0,99","0,63",BRC0030T,Nome não encontrado
Equivalente de folato,mcg,394,"86,7","55,2",BRC0030T,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
Proteína vegetal,g,"22,5","4,96","3,15",BRC0030T,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0030T,Nome não encontrado
