componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (8 g),codigo_alimento,nome_alimento
Energia,kJ,1909,152,BRC0041A,Nome não encontrado
Energia,kcal,454,36,BRC0041A,Nome não encontrado
Umidade,g,"1,60","0,13",BRC0041A,Nome não encontrado
Carboidrato total,g,"75,9","6,07",BRC0041A,Nome não encontrado
Carboidrato disponível,g,"73,6","5,89",BRC0041A,Nome não encontrado
Proteína,g,"7,60","0,61",BRC0041A,Nome não encontrado
Lipídios,g,"13,8","1,10",BRC0041A,Nome não encontrado
Fibra alimentar,g,"2,30","0,18",BRC0041A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0041A,Nome não encontrado
Cinzas,g,"1,10","0,09",BRC0041A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0041A,Nome não encontrado
Ácidos graxos saturados,g,"2,13","0,17",BRC0041A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,27","0,26",BRC0041A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"7,02","0,56",BRC0041A,Nome não encontrado
Ácidos graxos trans,g,"3,04","0,24",BRC0041A,Nome não encontrado
Cálcio,mg,"78,4","6,27",BRC0041A,Nome não encontrado
Ferro,mg,"3,85","0,31",BRC0041A,Nome não encontrado
Sódio,mg,467,"37,4",BRC0041A,Nome não encontrado
Magnésio,mg,"40,7","3,26",BRC0041A,Nome não encontrado
Fósforo,mg,188,"15,1",BRC0041A,Nome não encontrado
Potássio,mg,173,"13,9",BRC0041A,Nome não encontrado
Manganês,mg,"1,52","0,12",BRC0041A,Nome não encontrado
Zinco,mg,"0,98","0,08",BRC0041A,Nome não encontrado
Cobre,mg,"0,19","0,02",BRC0041A,Nome não encontrado
Selênio,mcg,,,BRC0041A,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0041A,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0041A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0041A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,97","0,16",BRC0041A,Nome não encontrado
Tiamina,mg,"0,27","0,02",BRC0041A,Nome não encontrado
Riboflavina,mg,"0,32","0,03",BRC0041A,Nome não encontrado
Niacina,mg,"4,52","0,36",BRC0041A,Nome não encontrado
Vitamina B6,mg,"0,16","0,01",BRC0041A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0041A,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0041A,Nome não encontrado
Equivalente de folato,mcg,144,"11,6",BRC0041A,Nome não encontrado
Sal de adição,g,,,BRC0041A,Nome não encontrado
Açúcar de adição,g,,,BRC0041A,Nome não encontrado
Gordura de adição,g,,,BRC0041A,Nome não encontrado
Proteína vegetal,g,,,BRC0041A,Nome não encontrado
Proteína animal,g,,,BRC0041A,Nome não encontrado
