componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (90 g),codigo_alimento,nome_alimento
Energia,kJ,316,284,BRC0128B,Nome não encontrado
Energia,kcal,75,67,BRC0128B,Nome não encontrado
Umidade,g,"81,5","73,4",BRC0128B,Nome não encontrado
Carboidrato total,g,"10,1","9,09",BRC0128B,Nome não encontrado
Carboidrato disponível,g,"8,67","7,81",BRC0128B,Nome não encontrado
Proteína,g,"6,78","6,10",BRC0128B,Nome não encontrado
Lipídios,g,"1,12","1,01",BRC0128B,Nome não encontrado
Fibra alimentar,g,"1,46","1,31",BRC0128B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0128B,Nome não encontrado
Cinzas,g,"0,42","0,38",BRC0128B,Nome não encontrado
Colesterol,mg,"21,3","19,2",BRC0128B,Nome não encontrado
Ácidos graxos saturados,g,"0,46","0,42",BRC0128B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,47","0,42",BRC0128B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,09",BRC0128B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,02",BRC0128B,Nome não encontrado
Cálcio,mg,"22,9","20,6",BRC0128B,Nome não encontrado
Ferro,mg,"0,86","0,78",BRC0128B,Nome não encontrado
Sódio,mg,"12,1","10,9",BRC0128B,Nome não encontrado
Magnésio,mg,"13,5","12,1",BRC0128B,Nome não encontrado
Fósforo,mg,"67,9","61,1",BRC0128B,Nome não encontrado
Potássio,mg,184,165,BRC0128B,Nome não encontrado
Manganês,mg,"0,22","0,20",BRC0128B,Nome não encontrado
Zinco,mg,"1,75","1,58",BRC0128B,Nome não encontrado
Cobre,mg,"1,45","1,30",BRC0128B,Nome não encontrado
Selênio,mcg,,,BRC0128B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0128B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0128B,Nome não encontrado
Vitamina D,mcg,,,BRC0128B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0128B,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0128B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0128B,Nome não encontrado
Niacina,mg,"0,32","0,29",BRC0128B,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0128B,Nome não encontrado
Vitamina B12,mcg,,,BRC0128B,Nome não encontrado
Vitamina C,mg,"4,77","4,30",BRC0128B,Nome não encontrado
Equivalente de folato,mcg,,,BRC0128B,Nome não encontrado
Sal de adição,g,,,BRC0128B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0128B,Nome não encontrado
Gordura de adição,g,-,-,BRC0128B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0128B,Nome não encontrado
Proteína animal,g,-,-,BRC0128B,Nome não encontrado
