componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,470,470,BRC0644A,Nome não encontrado
Energia,kcal,112,111,BRC0644A,Nome não encontrado
Umidade,g,"73,6","73,6",BRC0644A,Nome não encontrado
Carboidrato total,g,"15,2","15,2",BRC0644A,Nome não encontrado
Carboidrato disponível,g,"14,0","14,0",BRC0644A,Nome não encontrado
Proteína,g,"6,65","6,65",BRC0644A,Nome não encontrado
Lipídios,g,"2,97","2,97",BRC0644A,Nome não encontrado
Fibra alimentar,g,"1,22","1,22",BRC0644A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0644A,Nome não encontrado
Cinzas,g,"1,58","1,58",BRC0644A,Nome não encontrado
Colesterol,mg,"22,1","22,1",BRC0644A,Nome não encontrado
Ácidos graxos saturados,g,"1,60","1,60",BRC0644A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,88","0,88",BRC0644A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,13",BRC0644A,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,08",BRC0644A,Nome não encontrado
Cálcio,mg,"99,8","99,8",BRC0644A,Nome não encontrado
Ferro,mg,"0,91","0,91",BRC0644A,Nome não encontrado
Sódio,mg,359,359,BRC0644A,Nome não encontrado
Magnésio,mg,"14,8","14,8",BRC0644A,Nome não encontrado
Fósforo,mg,"72,4","72,4",BRC0644A,Nome não encontrado
Potássio,mg,106,106,BRC0644A,Nome não encontrado
Manganês,mg,"0,27","0,27",BRC0644A,Nome não encontrado
Zinco,mg,"0,35","0,35",BRC0644A,Nome não encontrado
Cobre,mg,"0,05","0,05",BRC0644A,Nome não encontrado
Selênio,mcg,"1,35","1,35",BRC0644A,Nome não encontrado
Vitamina A (RE),mcg,"67,3","67,3",BRC0644A,Nome não encontrado
Vitamina A (RAE),mcg,"57,4","57,4",BRC0644A,Nome não encontrado
Vitamina D,mcg,"0,07","0,07",BRC0644A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,67","0,67",BRC0644A,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0644A,Nome não encontrado
Riboflavina,mg,"0,09","0,09",BRC0644A,Nome não encontrado
Niacina,mg,"1,58","1,58",BRC0644A,Nome não encontrado
Vitamina B6,mg,"0,01","0,01",BRC0644A,Nome não encontrado
Vitamina B12,mcg,"0,11","0,11",BRC0644A,Nome não encontrado
Vitamina C,mg,"0,30","0,30",BRC0644A,Nome não encontrado
Equivalente de folato,mcg,"69,3","69,3",BRC0644A,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0644A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0644A,Nome não encontrado
Gordura de adição,g,-,-,BRC0644A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0644A,Nome não encontrado
Proteína animal,g,-,-,BRC0644A,Nome não encontrado
