componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,501,275,200,BRC0899A,Nome não encontrado
Energia,kcal,119,65,47,BRC0899A,Nome não encontrado
Umidade,g,"71,0","39,0","28,4",BRC0899A,Nome não encontrado
Carboidrato total,g,"21,8","12,0","8,70",BRC0899A,Nome não encontrado
Carboidrato disponível,g,"18,5","10,2","7,40",BRC0899A,Nome não encontrado
Proteína,g,"3,70","2,03","1,48",BRC0899A,Nome não encontrado
Lipídios,g,"2,63","1,45","1,05",BRC0899A,Nome não encontrado
Fibra alimentar,g,"3,24","1,78","1,30",BRC0899A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0899A,Nome não encontrado
Cinzas,g,"0,93","0,51","0,37",BRC0899A,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0899A,Nome não encontrado
Ácidos graxos saturados,g,"0,49","0,27","0,20",BRC0899A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,70","0,39","0,28",BRC0899A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,40","0,77","0,56",BRC0899A,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00",BRC0899A,Nome não encontrado
Cálcio,mg,"7,54","4,15","3,02",BRC0899A,Nome não encontrado
Ferro,mg,"0,54","0,30","0,22",BRC0899A,Nome não encontrado
Sódio,mg,188,103,"75,4",BRC0899A,Nome não encontrado
Magnésio,mg,"22,9","12,6","9,14",BRC0899A,Nome não encontrado
Fósforo,mg,"63,8","35,1","25,5",BRC0899A,Nome não encontrado
Potássio,mg,108,"59,8","43,5",BRC0899A,Nome não encontrado
Manganês,mg,"0,26","0,14","0,10",BRC0899A,Nome não encontrado
Zinco,mg,"0,54","0,30","0,22",BRC0899A,Nome não encontrado
Cobre,mg,"0,07","0,04","0,03",BRC0899A,Nome não encontrado
Selênio,mcg,"0,59","0,33","0,24",BRC0899A,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0899A,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0899A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0899A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,42","0,23","0,17",BRC0899A,Nome não encontrado
Tiamina,mg,"0,06","0,04","0,03",BRC0899A,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0899A,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0899A,Nome não encontrado
Vitamina B6,mg,"0,07","0,04","0,03",BRC0899A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0899A,Nome não encontrado
Vitamina C,mg,"0,72","0,40","0,29",BRC0899A,Nome não encontrado
Equivalente de folato,mcg,"45,4","25,0","18,2",BRC0899A,Nome não encontrado
Sal de adição,g,"0,47","0,26","0,19",BRC0899A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0899A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0899A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0899A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0899A,Nome não encontrado
