componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,377,207,BRC0350N,Nome não encontrado
Energia,kcal,90,49,BRC0350N,Nome não encontrado
Umidade,g,"80,5","44,3",BRC0350N,Nome não encontrado
Carboidrato total,g,"3,59","1,98",BRC0350N,Nome não encontrado
Carboidrato disponível,g,"2,73","1,50",BRC0350N,Nome não encontrado
Proteína,g,"11,7","6,46",BRC0350N,Nome não encontrado
Lipídios,g,"3,34","1,84",BRC0350N,Nome não encontrado
Fibra alimentar,g,"0,87","0,48",BRC0350N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0350N,Nome não encontrado
Cinzas,g,"0,82","0,45",BRC0350N,Nome não encontrado
Colesterol,mg,"31,4","17,3",BRC0350N,Nome não encontrado
Ácidos graxos saturados,g,"0,73","0,40",BRC0350N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,91","1,05",BRC0350N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,49","0,27",BRC0350N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0350N,Nome não encontrado
Cálcio,mg,"7,10","3,91",BRC0350N,Nome não encontrado
Ferro,mg,"0,25","0,14",BRC0350N,Nome não encontrado
Sódio,mg,113,"62,7",BRC0350N,Nome não encontrado
Magnésio,mg,"8,89","4,89",BRC0350N,Nome não encontrado
Fósforo,mg,"91,4","50,3",BRC0350N,Nome não encontrado
Potássio,mg,145,"80,1",BRC0350N,Nome não encontrado
Manganês,mg,"0,07","0,04",BRC0350N,Nome não encontrado
Zinco,mg,"0,47","0,26",BRC0350N,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0350N,Nome não encontrado
Selênio,mcg,"4,34","2,39",BRC0350N,Nome não encontrado
Vitamina A (RE),mcg,133,"73,6",BRC0350N,Nome não encontrado
Vitamina A (RAE),mcg,"67,1","36,9",BRC0350N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0350N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,82","1,00",BRC0350N,Nome não encontrado
Tiamina,mg,"0,06","0,03",BRC0350N,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0350N,Nome não encontrado
Niacina,mg,"2,70","1,48",BRC0350N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0350N,Nome não encontrado
Vitamina B12,mcg,"0,06","0,03",BRC0350N,Nome não encontrado
Vitamina C,mg,"2,84","1,56",BRC0350N,Nome não encontrado
Equivalente de folato,mcg,"7,85","4,32",BRC0350N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0350N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0350N,Nome não encontrado
Gordura de adição,g,-,-,BRC0350N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0350N,Nome não encontrado
Proteína animal,g,-,-,BRC0350N,Nome não encontrado
