componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,862,948,BRC0934F,Nome não encontrado
Energia,kcal,206,226,BRC0934F,Nome não encontrado
Umidade,g,"58,4","64,3",BRC0934F,Nome não encontrado
Carboidrato total,g,"4,06","4,47",BRC0934F,Nome não encontrado
Carboidrato disponível,g,"3,94","4,33",BRC0934F,Nome não encontrado
Proteína,g,"26,9","29,6",BRC0934F,Nome não encontrado
Lipídios,g,"9,12","10,0",BRC0934F,Nome não encontrado
Fibra alimentar,g,"0,13","0,14",BRC0934F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0934F,Nome não encontrado
Cinzas,g,"1,51","1,67",BRC0934F,Nome não encontrado
Colesterol,mg,"88,0","96,8",BRC0934F,Nome não encontrado
Ácidos graxos saturados,g,"4,53","4,98",BRC0934F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,27","3,60",BRC0934F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,61","0,67",BRC0934F,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,16",BRC0934F,Nome não encontrado
Cálcio,mg,"17,2","18,9",BRC0934F,Nome não encontrado
Ferro,mg,"0,42","0,46",BRC0934F,Nome não encontrado
Sódio,mg,209,230,BRC0934F,Nome não encontrado
Magnésio,mg,"15,3","16,8",BRC0934F,Nome não encontrado
Fósforo,mg,180,198,BRC0934F,Nome não encontrado
Potássio,mg,246,271,BRC0934F,Nome não encontrado
Manganês,mg,"0,13","0,14",BRC0934F,Nome não encontrado
Zinco,mg,"1,35","1,48",BRC0934F,Nome não encontrado
Cobre,mg,"0,03","0,03",BRC0934F,Nome não encontrado
Selênio,mcg,"7,51","8,26",BRC0934F,Nome não encontrado
Vitamina A (RE),mcg,"52,1","57,3",BRC0934F,Nome não encontrado
Vitamina A (RAE),mcg,"51,4","56,6",BRC0934F,Nome não encontrado
Vitamina D,mcg,"0,36","0,40",BRC0934F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,26","0,29",BRC0934F,Nome não encontrado
Tiamina,mg,"0,57","0,63",BRC0934F,Nome não encontrado
Riboflavina,mg,"0,05","0,06",BRC0934F,Nome não encontrado
Niacina,mg,"9,33","10,3",BRC0934F,Nome não encontrado
Vitamina B6,mg,"0,08","0,09",BRC0934F,Nome não encontrado
Vitamina B12,mcg,"0,43","0,47",BRC0934F,Nome não encontrado
Vitamina C,mg,"1,31","1,44",BRC0934F,Nome não encontrado
Equivalente de folato,mcg,"1,25","1,37",BRC0934F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0934F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0934F,Nome não encontrado
Gordura de adição,g,-,-,BRC0934F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0934F,Nome não encontrado
Proteína animal,g,-,-,BRC0934F,Nome não encontrado
