componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,896,1075,BRC0067F,Nome não encontrado
Energia,kcal,216,258,BRC0067F,Nome não encontrado
Umidade,g,"65,4","78,5",BRC0067F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0067F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0067F,Nome não encontrado
Proteína,g,"17,6","21,1",BRC0067F,Nome não encontrado
Lipídios,g,"16,1","19,4",BRC0067F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0067F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0067F,Nome não encontrado
Cinzas,g,"0,86","1,03",BRC0067F,Nome não encontrado
Colesterol,mg,"54,3","65,2",BRC0067F,Nome não encontrado
Ácidos graxos saturados,g,"7,30","8,76",BRC0067F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,50","7,80",BRC0067F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,30","0,36",BRC0067F,Nome não encontrado
Ácidos graxos trans,g,"0,43","0,52",BRC0067F,Nome não encontrado
Cálcio,mg,"3,11","3,73",BRC0067F,Nome não encontrado
Ferro,mg,"1,54","1,85",BRC0067F,Nome não encontrado
Sódio,mg,"51,2","61,4",BRC0067F,Nome não encontrado
Magnésio,mg,"16,1","19,3",BRC0067F,Nome não encontrado
Fósforo,mg,131,157,BRC0067F,Nome não encontrado
Potássio,mg,274,328,BRC0067F,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC0067F,Nome não encontrado
Zinco,mg,"4,19","5,03",BRC0067F,Nome não encontrado
Cobre,mg,"0,05","0,05",BRC0067F,Nome não encontrado
Selênio,mcg,,,BRC0067F,Nome não encontrado
Vitamina A (RE),mcg,"4,64","5,57",BRC0067F,Nome não encontrado
Vitamina A (RAE),mcg,"4,64","5,57",BRC0067F,Nome não encontrado
Vitamina D,mcg,"0,22","0,27",BRC0067F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,16","0,19",BRC0067F,Nome não encontrado
Tiamina,mg,"0,08","0,10",BRC0067F,Nome não encontrado
Riboflavina,mg,"0,07","0,09",BRC0067F,Nome não encontrado
Niacina,mg,"3,56","4,28",BRC0067F,Nome não encontrado
Vitamina B6,mg,"0,03","0,04",BRC0067F,Nome não encontrado
Vitamina B12,mcg,"5,58","6,69",BRC0067F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0067F,Nome não encontrado
Equivalente de folato,mcg,"3,01","3,62",BRC0067F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0067F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0067F,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0067F,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0067F,Nome não encontrado
Proteína animal,g,"17,6","21,1",BRC0067F,Nome não encontrado
