componente,unidade,Valor por 100g,Porção Média (110 g),codigo_alimento,nome_alimento
Energia,kJ,1279,1406,BRC0967F,Nome não encontrado
Energia,kcal,308,338,BRC0967F,Nome não encontrado
Umidade,g,"50,4","55,5",BRC0967F,Nome não encontrado
Carboidrato total,g,"0,01","0,01",BRC0967F,Nome não encontrado
Carboidrato disponível,g,"0,01","0,01",BRC0967F,Nome não encontrado
Proteína,g,"25,0","27,5",BRC0967F,Nome não encontrado
Lipídios,g,"23,1","25,4",BRC0967F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0967F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0967F,Nome não encontrado
Cinzas,g,"1,48","1,63",BRC0967F,Nome não encontrado
Colesterol,mg,"87,2","95,9",BRC0967F,Nome não encontrado
Ácidos graxos saturados,g,"8,20","9,02",BRC0967F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"9,80","10,8",BRC0967F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,11","3,42",BRC0967F,Nome não encontrado
Ácidos graxos trans,g,"0,28","0,31",BRC0967F,Nome não encontrado
Cálcio,mg,"3,91","4,30",BRC0967F,Nome não encontrado
Ferro,mg,"3,04","3,35",BRC0967F,Nome não encontrado
Sódio,mg,236,260,BRC0967F,Nome não encontrado
Magnésio,mg,"22,8","25,1",BRC0967F,Nome não encontrado
Fósforo,mg,233,257,BRC0967F,Nome não encontrado
Potássio,mg,337,371,BRC0967F,Nome não encontrado
Manganês,mg,traços,traços,BRC0967F,Nome não encontrado
Zinco,mg,"5,23","5,75",BRC0967F,Nome não encontrado
Cobre,mg,"0,15","0,16",BRC0967F,Nome não encontrado
Selênio,mcg,,,BRC0967F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0967F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0967F,Nome não encontrado
Vitamina D,mcg,"0,50","0,54",BRC0967F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,80","1,98",BRC0967F,Nome não encontrado
Tiamina,mg,"0,03","0,03",BRC0967F,Nome não encontrado
Riboflavina,mg,"0,06","0,06",BRC0967F,Nome não encontrado
Niacina,mg,"1,52","1,67",BRC0967F,Nome não encontrado
Vitamina B6,mg,"0,12","0,14",BRC0967F,Nome não encontrado
Vitamina B12,mcg,"2,58","2,83",BRC0967F,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0967F,Nome não encontrado
Equivalente de folato,mcg,,,BRC0967F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0967F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0967F,Nome não encontrado
Gordura de adição,g,-,-,BRC0967F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0967F,Nome não encontrado
Proteína animal,g,-,-,BRC0967F,Nome não encontrado
