componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,89,22,16,BRC0477B,Nome não encontrado
Energia,kcal,21,5,3,BRC0477B,Nome não encontrado
Umidade,g,"93,8","23,5","16,9",BRC0477B,Nome não encontrado
Carboidrato total,g,"4,55","1,14","0,82",BRC0477B,Nome não encontrado
Carboidrato disponível,g,"2,90","0,72","0,52",BRC0477B,Nome não encontrado
Proteína,g,"0,95","0,24","0,17",BRC0477B,Nome não encontrado
Lipídios,g,"0,28","0,07","0,05",BRC0477B,Nome não encontrado
Fibra alimentar,g,"1,66","0,41","0,30",BRC0477B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0477B,Nome não encontrado
Cinzas,g,"0,40","0,10","0,07",BRC0477B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0477B,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,02","0,02",BRC0477B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0477B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,03","0,02",BRC0477B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0477B,Nome não encontrado
Cálcio,mg,"8,30","2,08","1,49",BRC0477B,Nome não encontrado
Ferro,mg,"0,39","0,10","0,07",BRC0477B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0477B,Nome não encontrado
Magnésio,mg,"10,4","2,60","1,87",BRC0477B,Nome não encontrado
Fósforo,mg,"15,7","3,94","2,83",BRC0477B,Nome não encontrado
Potássio,mg,166,"41,5","29,9",BRC0477B,Nome não encontrado
Manganês,mg,"0,14","0,03","0,02",BRC0477B,Nome não encontrado
Zinco,mg,"0,19","0,05","0,03",BRC0477B,Nome não encontrado
Cobre,mg,"0,07","0,02","0,01",BRC0477B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0477B,Nome não encontrado
Vitamina A (RE),mcg,"39,0","9,75","7,02",BRC0477B,Nome não encontrado
Vitamina A (RAE),mcg,"19,5","4,88","3,51",BRC0477B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0477B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,61","0,15","0,11",BRC0477B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0477B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0477B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0477B,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0477B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0477B,Nome não encontrado
Vitamina C,mg,"76,4","19,1","13,8",BRC0477B,Nome não encontrado
Equivalente de folato,mcg,"7,08","1,77","1,27",BRC0477B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0477B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0477B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0477B,Nome não encontrado
Proteína vegetal,g,"0,95","0,24","0,17",BRC0477B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0477B,Nome não encontrado
