componente,unidade,Valor por 100g,Xícara chá (200 mL),codigo_alimento,nome_alimento
Energia,kJ,204,407,BRC0069H,Nome não encontrado
Energia,kcal,48,96,BRC0069H,Nome não encontrado
Umidade,g,"88,5",176,BRC0069H,Nome não encontrado
Carboidrato total,g,"8,69","17,4",BRC0069H,Nome não encontrado
Carboidrato disponível,g,"8,60","17,2",BRC0069H,Nome não encontrado
Proteína,g,"1,62","3,24",BRC0069H,Nome não encontrado
Lipídios,g,"0,79","1,58",BRC0069H,Nome não encontrado
Fibra alimentar,g,"0,09","0,17",BRC0069H,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0069H,Nome não encontrado
Cinzas,g,"0,42","0,85",BRC0069H,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0069H,Nome não encontrado
Ácidos graxos saturados,g,"0,10","0,19",BRC0069H,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,17","0,33",BRC0069H,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,28","0,56",BRC0069H,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01",BRC0069H,Nome não encontrado
Cálcio,mg,"12,0","24,0",BRC0069H,Nome não encontrado
Ferro,mg,"0,33","0,67",BRC0069H,Nome não encontrado
Sódio,mg,"27,8","55,6",BRC0069H,Nome não encontrado
Magnésio,mg,"13,4","26,9",BRC0069H,Nome não encontrado
Fósforo,mg,"30,1","60,2",BRC0069H,Nome não encontrado
Potássio,mg,140,281,BRC0069H,Nome não encontrado
Manganês,mg,"0,21","0,42",BRC0069H,Nome não encontrado
Zinco,mg,"0,14","0,28",BRC0069H,Nome não encontrado
Cobre,mg,"0,05","0,09",BRC0069H,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0069H,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0069H,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0069H,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0069H,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,03",BRC0069H,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0069H,Nome não encontrado
Riboflavina,mg,"0,04","0,08",BRC0069H,Nome não encontrado
Niacina,mg,"0,09","0,18",BRC0069H,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0069H,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0069H,Nome não encontrado
Vitamina C,mg,traços,,BRC0069H,Nome não encontrado
Equivalente de folato,mcg,"40,2","80,3",BRC0069H,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0069H,Nome não encontrado
Açúcar de adição,g,"6,00","12,0",BRC0069H,Nome não encontrado
Gordura de adição,g,-,-,BRC0069H,Nome não encontrado
Proteína vegetal,g,-,-,BRC0069H,Nome não encontrado
Proteína animal,g,-,-,BRC0069H,Nome não encontrado
