componente,unidade,Valor por 100g,Colher servir cheia (55 g),Colher servir rasa (40 g),codigo_alimento,nome_alimento
Energia,kJ,954,524,381,BRC0717A,Nome não encontrado
Energia,kcal,231,127,92,BRC0717A,Nome não encontrado
Umidade,g,"63,5","34,9","25,4",BRC0717A,Nome não encontrado
Carboidrato total,g,"11,5","6,34","4,61",BRC0717A,Nome não encontrado
Carboidrato disponível,g,"9,40","5,17","3,76",BRC0717A,Nome não encontrado
Proteína,g,"4,89","2,69","1,96",BRC0717A,Nome não encontrado
Lipídios,g,"18,9","10,4","7,56",BRC0717A,Nome não encontrado
Fibra alimentar,g,"2,16","1,19","0,86",BRC0717A,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0717A,Nome não encontrado
Cinzas,g,"1,12","0,61","0,45",BRC0717A,Nome não encontrado
Colesterol,mg,"40,6","22,3","16,2",BRC0717A,Nome não encontrado
Ácidos graxos saturados,g,"3,11","1,71","1,24",BRC0717A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,57","2,52","1,83",BRC0717A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"10,5","5,79","4,21",BRC0717A,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,05","0,03",BRC0717A,Nome não encontrado
Cálcio,mg,"19,1","10,5","7,65",BRC0717A,Nome não encontrado
Ferro,mg,"0,56","0,31","0,22",BRC0717A,Nome não encontrado
Sódio,mg,152,"83,7","60,8",BRC0717A,Nome não encontrado
Magnésio,mg,"15,7","8,63","6,28",BRC0717A,Nome não encontrado
Fósforo,mg,"100,0","55,0","40,0",BRC0717A,Nome não encontrado
Potássio,mg,285,156,114,BRC0717A,Nome não encontrado
Manganês,mg,"0,16","0,09","0,06",BRC0717A,Nome não encontrado
Zinco,mg,"0,59","0,32","0,23",BRC0717A,Nome não encontrado
Cobre,mg,"0,13","0,07","0,05",BRC0717A,Nome não encontrado
Selênio,mcg,"2,67","1,47","1,07",BRC0717A,Nome não encontrado
Vitamina A (RE),mcg,"80,9","44,5","32,4",BRC0717A,Nome não encontrado
Vitamina A (RAE),mcg,"49,0","27,0","19,6",BRC0717A,Nome não encontrado
Vitamina D,mcg,"0,24","0,13","0,10",BRC0717A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,51","1,38","1,00",BRC0717A,Nome não encontrado
Tiamina,mg,"0,12","0,07","0,05",BRC0717A,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,02",BRC0717A,Nome não encontrado
Niacina,mg,"0,62","0,34","0,25",BRC0717A,Nome não encontrado
Vitamina B6,mg,"0,16","0,09","0,07",BRC0717A,Nome não encontrado
Vitamina B12,mcg,"0,12","0,06","0,05",BRC0717A,Nome não encontrado
Vitamina C,mg,"6,67","3,67","2,67",BRC0717A,Nome não encontrado
Equivalente de folato,mcg,"14,4","7,92","5,76",BRC0717A,Nome não encontrado
Sal de adição,g,,,,BRC0717A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0717A,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0717A,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0717A,Nome não encontrado
Proteína animal,g,-,-,-,BRC0717A,Nome não encontrado
