componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,222,533,367,BRC0214C,Nome não encontrado
Energia,kcal,52,125,86,BRC0214C,Nome não encontrado
Umidade,g,"86,3",207,142,BRC0214C,Nome não encontrado
Carboidrato total,g,"13,0","31,1","21,4",BRC0214C,Nome não encontrado
Carboidrato disponível,g,"12,3","29,5","20,3",BRC0214C,Nome não encontrado
Proteína,g,"0,14","0,33","0,23",BRC0214C,Nome não encontrado
Lipídios,g,"0,15","0,37","0,25",BRC0214C,Nome não encontrado
Fibra alimentar,g,"0,65","1,57","1,08",BRC0214C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0214C,Nome não encontrado
Cinzas,g,"0,41","0,99","0,68",BRC0214C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0214C,Nome não encontrado
Ácidos graxos saturados,g,,,,BRC0214C,Nome não encontrado
Ácidos graxos monoinsaturados,g,,,,BRC0214C,Nome não encontrado
Ácidos graxos poliinsaturados,g,,,,BRC0214C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0214C,Nome não encontrado
Cálcio,mg,"3,18","7,64","5,25",BRC0214C,Nome não encontrado
Ferro,mg,"0,04","0,10","0,07",BRC0214C,Nome não encontrado
Sódio,mg,"0,97","2,34","1,61",BRC0214C,Nome não encontrado
Magnésio,mg,"6,22","14,9","10,3",BRC0214C,Nome não encontrado
Fósforo,mg,"5,06","12,1","8,35",BRC0214C,Nome não encontrado
Potássio,mg,"45,6",109,"75,2",BRC0214C,Nome não encontrado
Manganês,mg,"0,10","0,25","0,17",BRC0214C,Nome não encontrado
Zinco,mg,"0,10","0,24","0,16",BRC0214C,Nome não encontrado
Cobre,mg,"0,03","0,06","0,04",BRC0214C,Nome não encontrado
Selênio,mcg,"0,05","0,12","0,08",BRC0214C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0214C,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0214C,Nome não encontrado
Vitamina D,mcg,,,,BRC0214C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0214C,Nome não encontrado
Tiamina,mg,"0,02","0,05","0,03",BRC0214C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0214C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0214C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0214C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0214C,Nome não encontrado
Vitamina C,mg,"24,7","59,2","40,7",BRC0214C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0214C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0214C,Nome não encontrado
Açúcar de adição,g,"8,00","19,2","13,2",BRC0214C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0214C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0214C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0214C,Nome não encontrado
