componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,666,732,BRC0867F,Nome não encontrado
Energia,kcal,157,173,BRC0867F,Nome não encontrado
Umidade,g,"62,3","68,6",BRC0867F,Nome não encontrado
Carboidrato total,g,"0,00","0,00",BRC0867F,Nome não encontrado
Carboidrato disponível,g,"0,00","0,00",BRC0867F,Nome não encontrado
Proteína,g,"33,7","37,1",BRC0867F,Nome não encontrado
Lipídios,g,"2,49","2,74",BRC0867F,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0867F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0867F,Nome não encontrado
Cinzas,g,"1,44","1,59",BRC0867F,Nome não encontrado
Colesterol,mg,"96,6",106,BRC0867F,Nome não encontrado
Ácidos graxos saturados,g,"0,74","0,81",BRC0867F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40","0,44",BRC0867F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,07","1,17",BRC0867F,Nome não encontrado
Ácidos graxos trans,g,-,-,BRC0867F,Nome não encontrado
Cálcio,mg,"14,0","15,4",BRC0867F,Nome não encontrado
Ferro,mg,"7,07","7,78",BRC0867F,Nome não encontrado
Sódio,mg,298,328,BRC0867F,Nome não encontrado
Magnésio,mg,"27,9","30,7",BRC0867F,Nome não encontrado
Fósforo,mg,192,211,BRC0867F,Nome não encontrado
Potássio,mg,405,445,BRC0867F,Nome não encontrado
Manganês,mg,"27,9","30,7",BRC0867F,Nome não encontrado
Zinco,mg,"2,27","2,50",BRC0867F,Nome não encontrado
Cobre,mg,"0,00","0,00",BRC0867F,Nome não encontrado
Selênio,mcg,"48,1","52,9",BRC0867F,Nome não encontrado
Vitamina A (RE),mcg,"0,00","0,00",BRC0867F,Nome não encontrado
Vitamina A (RAE),mcg,"0,00","0,00",BRC0867F,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0867F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,04","0,04",BRC0867F,Nome não encontrado
Tiamina,mg,"0,09","0,10",BRC0867F,Nome não encontrado
Riboflavina,mg,"0,07","0,08",BRC0867F,Nome não encontrado
Niacina,mg,"13,9","15,3",BRC0867F,Nome não encontrado
Vitamina B6,mg,"0,63","0,69",BRC0867F,Nome não encontrado
Vitamina B12,mcg,"6,17","6,79",BRC0867F,Nome não encontrado
Vitamina C,mg,"1,99","2,19",BRC0867F,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0867F,Nome não encontrado
Sal de adição,g,"0,45","0,50",BRC0867F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0867F,Nome não encontrado
Gordura de adição,g,-,-,BRC0867F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0867F,Nome não encontrado
Proteína animal,g,-,-,BRC0867F,Nome não encontrado
