componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (60 g),codigo_alimento,nome_alimento
Energia,kJ,1495,897,BRC0085K,Nome não encontrado
Energia,kcal,358,214,BRC0085K,Nome não encontrado
Umidade,g,"33,9","20,3",BRC0085K,Nome não encontrado
Carboidrato total,g,"37,9","22,7",BRC0085K,Nome não encontrado
Carboidrato disponível,g,"37,3","22,4",BRC0085K,Nome não encontrado
Proteína,g,"7,24","4,34",BRC0085K,Nome não encontrado
Lipídios,g,"19,8","11,9",BRC0085K,Nome não encontrado
Fibra alimentar,g,"0,61","0,36",BRC0085K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0085K,Nome não encontrado
Cinzas,g,"1,18","0,71",BRC0085K,Nome não encontrado
Colesterol,mg,167,100,BRC0085K,Nome não encontrado
Ácidos graxos saturados,g,"10,6","6,37",BRC0085K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,16","3,69",BRC0085K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,93","0,56",BRC0085K,Nome não encontrado
Ácidos graxos trans,g,"0,33","0,20",BRC0085K,Nome não encontrado
Cálcio,mg,105,"63,3",BRC0085K,Nome não encontrado
Ferro,mg,"1,79","1,07",BRC0085K,Nome não encontrado
Sódio,mg,"79,1","47,5",BRC0085K,Nome não encontrado
Magnésio,mg,"27,4","16,4",BRC0085K,Nome não encontrado
Fósforo,mg,152,"91,8",BRC0085K,Nome não encontrado
Potássio,mg,181,108,BRC0085K,Nome não encontrado
Manganês,mg,"0,14","0,08",BRC0085K,Nome não encontrado
Zinco,mg,"0,96","0,58",BRC0085K,Nome não encontrado
Cobre,mg,"0,12","0,07",BRC0085K,Nome não encontrado
Selênio,mcg,"8,92","5,35",BRC0085K,Nome não encontrado
Vitamina A (RE),mcg,180,108,BRC0085K,Nome não encontrado
Vitamina A (RAE),mcg,178,106,BRC0085K,Nome não encontrado
Vitamina D,mcg,"0,70","0,42",BRC0085K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,59","0,36",BRC0085K,Nome não encontrado
Tiamina,mg,"0,08","0,05",BRC0085K,Nome não encontrado
Riboflavina,mg,"0,25","0,15",BRC0085K,Nome não encontrado
Niacina,mg,"0,91","0,54",BRC0085K,Nome não encontrado
Vitamina B6,mg,"0,16","0,10",BRC0085K,Nome não encontrado
Vitamina B12,mcg,"0,57","0,34",BRC0085K,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0085K,Nome não encontrado
Equivalente de folato,mcg,"44,2","26,5",BRC0085K,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0085K,Nome não encontrado
Açúcar de adição,g,,,BRC0085K,Nome não encontrado
Gordura de adição,g,-,-,BRC0085K,Nome não encontrado
Proteína vegetal,g,-,-,BRC0085K,Nome não encontrado
Proteína animal,g,-,-,BRC0085K,Nome não encontrado
