componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,168,33,218,BRC0267B,Nome não encontrado
Energia,kcal,40,8,52,BRC0267B,Nome não encontrado
Umidade,g,"90,7","18,1",117,BRC0267B,Nome não encontrado
Carboidrato total,g,"6,30","1,26","8,19",BRC0267B,Nome não encontrado
Carboidrato disponível,g,"4,87","0,97","6,33",BRC0267B,Nome não encontrado
Proteína,g,"0,94","0,19","1,22",BRC0267B,Nome não encontrado
Lipídios,g,"1,56","0,31","2,02",BRC0267B,Nome não encontrado
Fibra alimentar,g,"1,43","0,29","1,86",BRC0267B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0267B,Nome não encontrado
Cinzas,g,"0,45","0,09","0,59",BRC0267B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0267B,Nome não encontrado
Ácidos graxos saturados,g,"0,23","0,05","0,30",BRC0267B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,37","0,07","0,48",BRC0267B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,82","0,16","1,07",BRC0267B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00","0,01",BRC0267B,Nome não encontrado
Cálcio,mg,"9,61","1,92","12,5",BRC0267B,Nome não encontrado
Ferro,mg,"0,26","0,05","0,34",BRC0267B,Nome não encontrado
Sódio,mg,"1,34","0,27","1,74",BRC0267B,Nome não encontrado
Magnésio,mg,"6,11","1,22","7,94",BRC0267B,Nome não encontrado
Fósforo,mg,"21,8","4,37","28,4",BRC0267B,Nome não encontrado
Potássio,mg,131,"26,2",170,BRC0267B,Nome não encontrado
Manganês,mg,"0,16","0,03","0,21",BRC0267B,Nome não encontrado
Zinco,mg,"0,18","0,04","0,23",BRC0267B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,07",BRC0267B,Nome não encontrado
Selênio,mcg,"0,61","0,12","0,79",BRC0267B,Nome não encontrado
Vitamina A (RE),mcg,329,"65,9",428,BRC0267B,Nome não encontrado
Vitamina A (RAE),mcg,165,"33,1",215,BRC0267B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0267B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"3,96","0,79","5,15",BRC0267B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,05",BRC0267B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0267B,Nome não encontrado
Niacina,mg,"0,06","0,01","0,08",BRC0267B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,08",BRC0267B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0267B,Nome não encontrado
Vitamina C,mg,"4,45","0,89","5,78",BRC0267B,Nome não encontrado
Equivalente de folato,mcg,"7,47","1,49","9,71",BRC0267B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0267B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0267B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0267B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0267B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0267B,Nome não encontrado
