componente,unidade,Valor por 100g,Porção Média (90 g),codigo_alimento,nome_alimento
Energia,kJ,750,674,BRC0604B,Nome não encontrado
Energia,kcal,181,163,BRC0604B,Nome não encontrado
Umidade,g,"71,6","64,5",BRC0604B,Nome não encontrado
Carboidrato total,g,"5,51","4,96",BRC0604B,Nome não encontrado
Carboidrato disponível,g,"3,53","3,17",BRC0604B,Nome não encontrado
Proteína,g,"5,83","5,25",BRC0604B,Nome não encontrado
Lipídios,g,"15,5","14,0",BRC0604B,Nome não encontrado
Fibra alimentar,g,"1,99","1,79",BRC0604B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0604B,Nome não encontrado
Cinzas,g,"1,48","1,33",BRC0604B,Nome não encontrado
Colesterol,mg,"12,8","11,5",BRC0604B,Nome não encontrado
Ácidos graxos saturados,g,"3,68","3,31",BRC0604B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,21","2,89",BRC0604B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,24","7,42",BRC0604B,Nome não encontrado
Ácidos graxos trans,g,"0,15","0,14",BRC0604B,Nome não encontrado
Cálcio,mg,144,130,BRC0604B,Nome não encontrado
Ferro,mg,"0,66","0,59",BRC0604B,Nome não encontrado
Sódio,mg,132,119,BRC0604B,Nome não encontrado
Magnésio,mg,"30,3","27,3",BRC0604B,Nome não encontrado
Fósforo,mg,"93,4","84,1",BRC0604B,Nome não encontrado
Potássio,mg,213,192,BRC0604B,Nome não encontrado
Manganês,mg,"0,60","0,54",BRC0604B,Nome não encontrado
Zinco,mg,"0,69","0,62",BRC0604B,Nome não encontrado
Cobre,mg,"0,16","0,14",BRC0604B,Nome não encontrado
Selênio,mcg,"3,24","2,92",BRC0604B,Nome não encontrado
Vitamina A (RE),mcg,"62,6","56,4",BRC0604B,Nome não encontrado
Vitamina A (RAE),mcg,161,144,BRC0604B,Nome não encontrado
Vitamina D,mcg,"0,44","0,39",BRC0604B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,63","0,56",BRC0604B,Nome não encontrado
Tiamina,mg,"0,11","0,10",BRC0604B,Nome não encontrado
Riboflavina,mg,"0,06","0,06",BRC0604B,Nome não encontrado
Niacina,mg,"0,15","0,13",BRC0604B,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0604B,Nome não encontrado
Vitamina B12,mcg,"0,29","0,26",BRC0604B,Nome não encontrado
Vitamina C,mg,"9,58","8,62",BRC0604B,Nome não encontrado
Equivalente de folato,mcg,"15,8","14,2",BRC0604B,Nome não encontrado
Sal de adição,g,"0,32","0,29",BRC0604B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0604B,Nome não encontrado
Gordura de adição,g,-,-,BRC0604B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0604B,Nome não encontrado
Proteína animal,g,-,-,BRC0604B,Nome não encontrado
