componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (80 g),codigo_alimento,nome_alimento
Energia,kJ,100,80,BRC0922B,Nome não encontrado
Energia,kcal,24,19,BRC0922B,Nome não encontrado
Umidade,g,"92,3","73,9",BRC0922B,Nome não encontrado
Carboidrato total,g,"4,10","3,28",BRC0922B,Nome não encontrado
Carboidrato disponível,g,"2,10","1,68",BRC0922B,Nome não encontrado
Proteína,g,"2,39","1,91",BRC0922B,Nome não encontrado
Lipídios,g,"0,22","0,18",BRC0922B,Nome não encontrado
Fibra alimentar,g,"1,99","1,60",BRC0922B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0922B,Nome não encontrado
Cinzas,g,"0,96","0,77",BRC0922B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0922B,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,04",BRC0922B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0922B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,11","0,08",BRC0922B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0922B,Nome não encontrado
Cálcio,mg,"23,0","18,4",BRC0922B,Nome não encontrado
Ferro,mg,"0,91","0,73",BRC0922B,Nome não encontrado
Sódio,mg,141,113,BRC0922B,Nome não encontrado
Magnésio,mg,"14,0","11,2",BRC0922B,Nome não encontrado
Fósforo,mg,"53,8","43,1",BRC0922B,Nome não encontrado
Potássio,mg,223,178,BRC0922B,Nome não encontrado
Manganês,mg,"0,15","0,12",BRC0922B,Nome não encontrado
Zinco,mg,"0,60","0,48",BRC0922B,Nome não encontrado
Cobre,mg,"0,17","0,14",BRC0922B,Nome não encontrado
Selênio,mcg,,,BRC0922B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0922B,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0922B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0922B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,50","1,20",BRC0922B,Nome não encontrado
Tiamina,mg,"0,16","0,13",BRC0922B,Nome não encontrado
Riboflavina,mg,"0,14","0,11",BRC0922B,Nome não encontrado
Niacina,mg,"1,08","0,86",BRC0922B,Nome não encontrado
Vitamina B6,mg,"0,08","0,06",BRC0922B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0922B,Nome não encontrado
Vitamina C,mg,"7,68","6,14",BRC0922B,Nome não encontrado
Equivalente de folato,mcg,148,118,BRC0922B,Nome não encontrado
Sal de adição,g,"0,32","0,26",BRC0922B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0922B,Nome não encontrado
Gordura de adição,g,-,-,BRC0922B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0922B,Nome não encontrado
Proteína animal,g,-,-,BRC0922B,Nome não encontrado
