componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Concha cheia (100 g),codigo_alimento,nome_alimento
Energia,kJ,523,130,523,BRC0218F,Nome não encontrado
Energia,kcal,125,31,125,BRC0218F,Nome não encontrado
Umidade,g,"75,5","18,9","75,5",BRC0218F,Nome não encontrado
Carboidrato total,g,"6,19","1,55","6,19",BRC0218F,Nome não encontrado
Carboidrato disponível,g,"6,19","1,55","6,19",BRC0218F,Nome não encontrado
Proteína,g,"9,55","2,39","9,55",BRC0218F,Nome não encontrado
Lipídios,g,"6,91","1,73","6,91",BRC0218F,Nome não encontrado
Fibra alimentar,g,,,,BRC0218F,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0218F,Nome não encontrado
Cinzas,g,"1,82","0,46","1,82",BRC0218F,Nome não encontrado
Colesterol,mg,"60,6","15,2","60,6",BRC0218F,Nome não encontrado
Ácidos graxos saturados,g,"1,72","0,43","1,72",BRC0218F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,33","0,58","2,33",BRC0218F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,64","0,41","1,64",BRC0218F,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0218F,Nome não encontrado
Cálcio,mg,"8,12","2,03","8,12",BRC0218F,Nome não encontrado
Ferro,mg,"0,69","0,17","0,69",BRC0218F,Nome não encontrado
Sódio,mg,510,127,510,BRC0218F,Nome não encontrado
Magnésio,mg,"13,3","3,33","13,3",BRC0218F,Nome não encontrado
Fósforo,mg,130,"32,6",130,BRC0218F,Nome não encontrado
Potássio,mg,115,"28,8",115,BRC0218F,Nome não encontrado
Manganês,mg,,,,BRC0218F,Nome não encontrado
Zinco,mg,"0,48","0,12","0,48",BRC0218F,Nome não encontrado
Cobre,mg,,,,BRC0218F,Nome não encontrado
Selênio,mcg,,,,BRC0218F,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0218F,Nome não encontrado
Vitamina A (RAE),mcg,"19,1","4,76","19,1",BRC0218F,Nome não encontrado
Vitamina D,mcg,,,,BRC0218F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0218F,Nome não encontrado
Tiamina,mg,"0,05","0,01","0,05",BRC0218F,Nome não encontrado
Riboflavina,mg,"0,11","0,03","0,11",BRC0218F,Nome não encontrado
Niacina,mg,"4,95","1,24","4,95",BRC0218F,Nome não encontrado
Vitamina B6,mg,"0,23","0,06","0,23",BRC0218F,Nome não encontrado
Vitamina B12,mcg,"0,16","0,04","0,16",BRC0218F,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC0218F,Nome não encontrado
Equivalente de folato,mcg,"2,32","0,58","2,32",BRC0218F,Nome não encontrado
Sal de adição,g,,,,BRC0218F,Nome não encontrado
Açúcar de adição,g,,,,BRC0218F,Nome não encontrado
Gordura de adição,g,,,,BRC0218F,Nome não encontrado
Proteína vegetal,g,,,,BRC0218F,Nome não encontrado
Proteína animal,g,,,,BRC0218F,Nome não encontrado
