componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,304,BRC0491E,Nome não encontrado
Energia,kcal,72,BRC0491E,Nome não encontrado
Umidade,g,"81,0",BRC0491E,Nome não encontrado
Carboidrato total,g,"0,31",BRC0491E,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0491E,Nome não encontrado
Proteína,g,"16,8",BRC0491E,Nome não encontrado
Lipídios,g,"0,50",BRC0491E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0491E,Nome não encontrado
Álcool,g,"0,00",BRC0491E,Nome não encontrado
Cinzas,g,"1,77",BRC0491E,Nome não encontrado
Colesterol,mg,"8,01",BRC0491E,Nome não encontrado
Ácidos graxos saturados,g,"0,21",BRC0491E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,17",BRC0491E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06",BRC0491E,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0491E,Nome não encontrado
Cálcio,mg,146,BRC0491E,Nome não encontrado
Ferro,mg,"0,35",BRC0491E,Nome não encontrado
Sódio,mg,"39,3",BRC0491E,Nome não encontrado
Magnésio,mg,"22,2",BRC0491E,Nome não encontrado
Fósforo,mg,201,BRC0491E,Nome não encontrado
Potássio,mg,240,BRC0491E,Nome não encontrado
Manganês,mg,"0,07",BRC0491E,Nome não encontrado
Zinco,mg,"0,83",BRC0491E,Nome não encontrado
Cobre,mg,"0,04",BRC0491E,Nome não encontrado
Selênio,mcg,,BRC0491E,Nome não encontrado
Vitamina A (RE),mcg,"0,42",BRC0491E,Nome não encontrado
Vitamina A (RAE),mcg,"0,42",BRC0491E,Nome não encontrado
Vitamina D,mcg,"0,57",BRC0491E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,BRC0491E,Nome não encontrado
Tiamina,mg,"0,04",BRC0491E,Nome não encontrado
Riboflavina,mg,"0,05",BRC0491E,Nome não encontrado
Niacina,mg,"2,12",BRC0491E,Nome não encontrado
Vitamina B6,mg,"0,09",BRC0491E,Nome não encontrado
Vitamina B12,mcg,,BRC0491E,Nome não encontrado
Vitamina C,mg,"0,00",BRC0491E,Nome não encontrado
Equivalente de folato,mcg,,BRC0491E,Nome não encontrado
Sal de adição,g,"0,00",BRC0491E,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0491E,Nome não encontrado
Gordura de adição,g,"0,00",BRC0491E,Nome não encontrado
Proteína vegetal,g,"0,00",BRC0491E,Nome não encontrado
Proteína animal,g,"16,7",BRC0491E,Nome não encontrado
