componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,519,BRC0537E,Nome não encontrado
Energia,kcal,123,BRC0537E,Nome não encontrado
Umidade,g,"70,2",BRC0537E,Nome não encontrado
Carboidrato total,g,"0,74",BRC0537E,Nome não encontrado
Carboidrato disponível,g,"0,74",BRC0537E,Nome não encontrado
Proteína,g,"24,8",BRC0537E,Nome não encontrado
Lipídios,g,"2,28",BRC0537E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0537E,Nome não encontrado
Álcool,g,"0,00",BRC0537E,Nome não encontrado
Cinzas,g,"1,99",BRC0537E,Nome não encontrado
Colesterol,mg,"60,7",BRC0537E,Nome não encontrado
Ácidos graxos saturados,g,"0,78",BRC0537E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,52",BRC0537E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,52",BRC0537E,Nome não encontrado
Ácidos graxos trans,g,"0,01",BRC0537E,Nome não encontrado
Cálcio,mg,"25,0",BRC0537E,Nome não encontrado
Ferro,mg,"0,30",BRC0537E,Nome não encontrado
Sódio,mg,241,BRC0537E,Nome não encontrado
Magnésio,mg,"29,9",BRC0537E,Nome não encontrado
Fósforo,mg,195,BRC0537E,Nome não encontrado
Potássio,mg,316,BRC0537E,Nome não encontrado
Manganês,mg,"0,02",BRC0537E,Nome não encontrado
Zinco,mg,"1,06",BRC0537E,Nome não encontrado
Cobre,mg,"0,12",BRC0537E,Nome não encontrado
Selênio,mcg,"32,4",BRC0537E,Nome não encontrado
Vitamina A (RE),mcg,traços,BRC0537E,Nome não encontrado
Vitamina A (RAE),mcg,traços,BRC0537E,Nome não encontrado
Vitamina D,mcg,"1,47",BRC0537E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,61",BRC0537E,Nome não encontrado
Tiamina,mg,traços,BRC0537E,Nome não encontrado
Riboflavina,mg,"0,07",BRC0537E,Nome não encontrado
Niacina,mg,"1,19",BRC0537E,Nome não encontrado
Vitamina B6,mg,traços,BRC0537E,Nome não encontrado
Vitamina B12,mcg,"4,69",BRC0537E,Nome não encontrado
Vitamina C,mg,"0,85",BRC0537E,Nome não encontrado
Equivalente de folato,mcg,"15,5",BRC0537E,Nome não encontrado
Sal de adição,g,"0,00",BRC0537E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0537E,Nome não encontrado
Gordura de adição,g,-,BRC0537E,Nome não encontrado
Proteína vegetal,g,-,BRC0537E,Nome não encontrado
Proteína animal,g,-,BRC0537E,Nome não encontrado
