componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,685,684,BRC0040J,Nome não encontrado
Energia,kcal,165,164,BRC0040J,Nome não encontrado
Umidade,g,"71,2","71,2",BRC0040J,Nome não encontrado
Carboidrato total,g,"2,55","2,55",BRC0040J,Nome não encontrado
Carboidrato disponível,g,"2,17","2,17",BRC0040J,Nome não encontrado
Proteína,g,"13,6","13,6",BRC0040J,Nome não encontrado
Lipídios,g,"11,2","11,2",BRC0040J,Nome não encontrado
Fibra alimentar,g,"0,38","0,38",BRC0040J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0040J,Nome não encontrado
Cinzas,g,"1,53","1,53",BRC0040J,Nome não encontrado
Colesterol,mg,246,246,BRC0040J,Nome não encontrado
Ácidos graxos saturados,g,"3,39","3,39",BRC0040J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,89","3,89",BRC0040J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,72","2,72",BRC0040J,Nome não encontrado
Ácidos graxos trans,g,"0,06","0,06",BRC0040J,Nome não encontrado
Cálcio,mg,"34,5","34,5",BRC0040J,Nome não encontrado
Ferro,mg,"1,89","1,89",BRC0040J,Nome não encontrado
Sódio,mg,340,340,BRC0040J,Nome não encontrado
Magnésio,mg,"13,7","13,7",BRC0040J,Nome não encontrado
Fósforo,mg,158,158,BRC0040J,Nome não encontrado
Potássio,mg,225,225,BRC0040J,Nome não encontrado
Manganês,mg,"0,07","0,07",BRC0040J,Nome não encontrado
Zinco,mg,"2,76","2,76",BRC0040J,Nome não encontrado
Cobre,mg,"0,11","0,11",BRC0040J,Nome não encontrado
Selênio,mcg,"11,7","11,7",BRC0040J,Nome não encontrado
Vitamina A (RE),mcg,122,122,BRC0040J,Nome não encontrado
Vitamina A (RAE),mcg,114,114,BRC0040J,Nome não encontrado
Vitamina D,mcg,"1,24","1,24",BRC0040J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,22","1,22",BRC0040J,Nome não encontrado
Tiamina,mg,"0,08","0,08",BRC0040J,Nome não encontrado
Riboflavina,mg,"0,43","0,43",BRC0040J,Nome não encontrado
Niacina,mg,"1,75","1,75",BRC0040J,Nome não encontrado
Vitamina B6,mg,"0,03","0,03",BRC0040J,Nome não encontrado
Vitamina B12,mcg,"1,31","1,31",BRC0040J,Nome não encontrado
Vitamina C,mg,"1,63","1,63",BRC0040J,Nome não encontrado
Equivalente de folato,mcg,"26,4","26,4",BRC0040J,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0040J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0040J,Nome não encontrado
Gordura de adição,g,-,-,BRC0040J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0040J,Nome não encontrado
Proteína animal,g,-,-,BRC0040J,Nome não encontrado
