componente,unidade,Valor por 100g,Porção Média (70 g),codigo_alimento,nome_alimento
Energia,kJ,115,80,BRC0521B,Nome não encontrado
Energia,kcal,28,19,BRC0521B,Nome não encontrado
Umidade,g,"90,9","63,6",BRC0521B,Nome não encontrado
Carboidrato total,g,"4,33","3,03",BRC0521B,Nome não encontrado
Carboidrato disponível,g,"1,21","0,85",BRC0521B,Nome não encontrado
Proteína,g,"2,87","2,01",BRC0521B,Nome não encontrado
Lipídios,g,"0,55","0,38",BRC0521B,Nome não encontrado
Fibra alimentar,g,"3,12","2,18",BRC0521B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0521B,Nome não encontrado
Cinzas,g,"1,35","0,94",BRC0521B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0521B,Nome não encontrado
Ácidos graxos saturados,g,"0,12","0,08",BRC0521B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00",BRC0521B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,13","0,09",BRC0521B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0521B,Nome não encontrado
Cálcio,mg,208,145,BRC0521B,Nome não encontrado
Ferro,mg,"0,67","0,47",BRC0521B,Nome não encontrado
Sódio,mg,"9,09","6,36",BRC0521B,Nome não encontrado
Magnésio,mg,"42,8","30,0",BRC0521B,Nome não encontrado
Fósforo,mg,"48,7","34,1",BRC0521B,Nome não encontrado
Potássio,mg,557,390,BRC0521B,Nome não encontrado
Manganês,mg,"0,68","0,48",BRC0521B,Nome não encontrado
Zinco,mg,"0,40","0,28",BRC0521B,Nome não encontrado
Cobre,mg,"0,06","0,04",BRC0521B,Nome não encontrado
Selênio,mcg,"3,10","2,17",BRC0521B,Nome não encontrado
Vitamina A (RE),mcg,629,440,BRC0521B,Nome não encontrado
Vitamina A (RAE),mcg,314,220,BRC0521B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0521B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,91","0,64",BRC0521B,Nome não encontrado
Tiamina,mg,"0,20","0,14",BRC0521B,Nome não encontrado
Riboflavina,mg,"0,31","0,22",BRC0521B,Nome não encontrado
Niacina,mg,"2,29","1,60",BRC0521B,Nome não encontrado
Vitamina B6,mg,"0,06","0,04",BRC0521B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0521B,Nome não encontrado
Vitamina C,mg,102,"71,8",BRC0521B,Nome não encontrado
Equivalente de folato,mcg,"80,4","56,3",BRC0521B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0521B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0521B,Nome não encontrado
Gordura de adição,g,-,-,BRC0521B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0521B,Nome não encontrado
Proteína animal,g,-,-,BRC0521B,Nome não encontrado
