componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (30 g),codigo_alimento,nome_alimento
Energia,kJ,1344,403,BRC0132G,Nome não encontrado
Energia,kcal,324,97,BRC0132G,Nome não encontrado
Umidade,g,"50,8","15,2",BRC0132G,Nome não encontrado
Carboidrato total,g,"1,00","0,30",BRC0132G,Nome não encontrado
Carboidrato disponível,g,"1,00","0,30",BRC0132G,Nome não encontrado
Proteína,g,"19,1","5,73",BRC0132G,Nome não encontrado
Lipídios,g,"27,1","8,13",BRC0132G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0132G,Nome não encontrado
Álcool,g,-,-,BRC0132G,Nome não encontrado
Cinzas,g,"2,00","0,60",BRC0132G,Nome não encontrado
Colesterol,mg,"70,0","21,0",BRC0132G,Nome não encontrado
Ácidos graxos saturados,g,"13,1","3,93",BRC0132G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,10","2,13",BRC0132G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,73","0,22",BRC0132G,Nome não encontrado
Ácidos graxos trans,g,,,BRC0132G,Nome não encontrado
Cálcio,mg,401,120,BRC0132G,Nome não encontrado
Ferro,mg,"0,30","0,09",BRC0132G,Nome não encontrado
Sódio,mg,600,180,BRC0132G,Nome não encontrado
Magnésio,mg,"2,81","0,84",BRC0132G,Nome não encontrado
Fósforo,mg,326,"97,8",BRC0132G,Nome não encontrado
Potássio,mg,111,"33,3",BRC0132G,Nome não encontrado
Manganês,mg,traços,traços,BRC0132G,Nome não encontrado
Zinco,mg,"2,81","0,84",BRC0132G,Nome não encontrado
Cobre,mg,traços,traços,BRC0132G,Nome não encontrado
Selênio,mcg,"7,00","2,10",BRC0132G,Nome não encontrado
Vitamina A (RE),mcg,190,"57,0",BRC0132G,Nome não encontrado
Vitamina A (RAE),mcg,,,BRC0132G,Nome não encontrado
Vitamina D,mcg,"0,24","0,07",BRC0132G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0132G,Nome não encontrado
Tiamina,mg,"0,01","0,00",BRC0132G,Nome não encontrado
Riboflavina,mg,"0,18","0,05",BRC0132G,Nome não encontrado
Niacina,mg,"0,90","0,27",BRC0132G,Nome não encontrado
Vitamina B6,mg,"0,07","0,02",BRC0132G,Nome não encontrado
Vitamina B12,mcg,"1,30","0,39",BRC0132G,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0132G,Nome não encontrado
Equivalente de folato,mcg,,,BRC0132G,Nome não encontrado
Sal de adição,g,,,BRC0132G,Nome não encontrado
Açúcar de adição,g,,,BRC0132G,Nome não encontrado
Gordura de adição,g,,,BRC0132G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0132G,Nome não encontrado
Proteína animal,g,"19,1","5,73",BRC0132G,Nome não encontrado
