componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (110 g),codigo_alimento,nome_alimento
Energia,kJ,1136,1249,BRC0688F,Nome não encontrado
Energia,kcal,273,299,BRC0688F,Nome não encontrado
Umidade,g,"52,1","57,3",BRC0688F,Nome não encontrado
Carboidrato total,g,"0,75","0,82",BRC0688F,Nome não encontrado
Carboidrato disponível,g,"0,61","0,67",BRC0688F,Nome não encontrado
Proteína,g,"27,6","30,4",BRC0688F,Nome não encontrado
Lipídios,g,"17,7","19,5",BRC0688F,Nome não encontrado
Fibra alimentar,g,"0,14","0,15",BRC0688F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0688F,Nome não encontrado
Cinzas,g,"1,23","1,35",BRC0688F,Nome não encontrado
Colesterol,mg,"77,6","85,4",BRC0688F,Nome não encontrado
Ácidos graxos saturados,g,"7,31","8,04",BRC0688F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,60","8,35",BRC0688F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,86","2,05",BRC0688F,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,10",BRC0688F,Nome não encontrado
Cálcio,mg,"33,4","36,8",BRC0688F,Nome não encontrado
Ferro,mg,"0,84","0,93",BRC0688F,Nome não encontrado
Sódio,mg,"49,0","53,9",BRC0688F,Nome não encontrado
Magnésio,mg,"24,3","26,8",BRC0688F,Nome não encontrado
Fósforo,mg,221,243,BRC0688F,Nome não encontrado
Potássio,mg,363,399,BRC0688F,Nome não encontrado
Manganês,mg,"0,01","0,01",BRC0688F,Nome não encontrado
Zinco,mg,"2,25","2,47",BRC0688F,Nome não encontrado
Cobre,mg,"0,06","0,07",BRC0688F,Nome não encontrado
Selênio,mcg,"51,2","56,3",BRC0688F,Nome não encontrado
Vitamina A (RE),mcg,traços,traços,BRC0688F,Nome não encontrado
Vitamina A (RAE),mcg,traços,traços,BRC0688F,Nome não encontrado
Vitamina D,mcg,"0,51","0,56",BRC0688F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,32","0,36",BRC0688F,Nome não encontrado
Tiamina,mg,"0,73","0,81",BRC0688F,Nome não encontrado
Riboflavina,mg,"0,13","0,14",BRC0688F,Nome não encontrado
Niacina,mg,"1,83","2,01",BRC0688F,Nome não encontrado
Vitamina B6,mg,"0,04","0,04",BRC0688F,Nome não encontrado
Vitamina B12,mcg,"0,70","0,77",BRC0688F,Nome não encontrado
Vitamina C,mg,"0,45","0,49",BRC0688F,Nome não encontrado
Equivalente de folato,mcg,"0,69","0,76",BRC0688F,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0688F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0688F,Nome não encontrado
Gordura de adição,g,-,-,BRC0688F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0688F,Nome não encontrado
Proteína animal,g,-,-,BRC0688F,Nome não encontrado
