componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (50 g),codigo_alimento,nome_alimento
Energia,kJ,1888,943,BRC0971A,Nome não encontrado
Energia,kcal,453,226,BRC0971A,Nome não encontrado
Umidade,g,"21,4","10,7",BRC0971A,Nome não encontrado
Carboidrato total,g,"44,7","22,3",BRC0971A,Nome não encontrado
Carboidrato disponível,g,"43,3","21,7",BRC0971A,Nome não encontrado
Proteína,g,"4,69","2,35",BRC0971A,Nome não encontrado
Lipídios,g,"28,4","14,2",BRC0971A,Nome não encontrado
Fibra alimentar,g,"1,35","0,67",BRC0971A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0971A,Nome não encontrado
Cinzas,g,"0,85","0,43",BRC0971A,Nome não encontrado
Colesterol,mg,116,"58,1",BRC0971A,Nome não encontrado
Ácidos graxos saturados,g,"15,2","7,59",BRC0971A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,78","3,89",BRC0971A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,98","0,49",BRC0971A,Nome não encontrado
Ácidos graxos trans,g,"0,68","0,34",BRC0971A,Nome não encontrado
Cálcio,mg,"47,8","23,9",BRC0971A,Nome não encontrado
Ferro,mg,"1,96","0,98",BRC0971A,Nome não encontrado
Sódio,mg,"40,2","20,1",BRC0971A,Nome não encontrado
Magnésio,mg,"35,5","17,8",BRC0971A,Nome não encontrado
Fósforo,mg,107,"53,5",BRC0971A,Nome não encontrado
Potássio,mg,191,"95,9",BRC0971A,Nome não encontrado
Manganês,mg,"0,60","0,30",BRC0971A,Nome não encontrado
Zinco,mg,"0,70","0,35",BRC0971A,Nome não encontrado
Cobre,mg,"0,21","0,11",BRC0971A,Nome não encontrado
Selênio,mcg,"3,24","1,62",BRC0971A,Nome não encontrado
Vitamina A (RE),mcg,258,129,BRC0971A,Nome não encontrado
Vitamina A (RAE),mcg,255,127,BRC0971A,Nome não encontrado
Vitamina D,mcg,"0,34","0,17",BRC0971A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,79","0,39",BRC0971A,Nome não encontrado
Tiamina,mg,"0,09","0,04",BRC0971A,Nome não encontrado
Riboflavina,mg,"0,09","0,04",BRC0971A,Nome não encontrado
Niacina,mg,"0,30","0,15",BRC0971A,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0971A,Nome não encontrado
Vitamina B12,mcg,"0,24","0,12",BRC0971A,Nome não encontrado
Vitamina C,mg,"0,47","0,24",BRC0971A,Nome não encontrado
Equivalente de folato,mcg,"10,7","5,34",BRC0971A,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0971A,Nome não encontrado
Açúcar de adição,g,,traços,BRC0971A,Nome não encontrado
Gordura de adição,g,-,-,BRC0971A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0971A,Nome não encontrado
Proteína animal,g,-,-,BRC0971A,Nome não encontrado
