componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,129,25,167,BRC0271B,Nome não encontrado
Energia,kcal,31,6,40,BRC0271B,Nome não encontrado
Umidade,g,"93,1","18,6",120,BRC0271B,Nome não encontrado
Carboidrato total,g,"4,71","0,94","6,13",BRC0271B,Nome não encontrado
Carboidrato disponível,g,"3,64","0,73","4,73",BRC0271B,Nome não encontrado
Proteína,g,"0,65","0,13","0,84",BRC0271B,Nome não encontrado
Lipídios,g,"1,29","0,26","1,67",BRC0271B,Nome não encontrado
Fibra alimentar,g,"1,08","0,22","1,40",BRC0271B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0271B,Nome não encontrado
Cinzas,g,"0,28","0,06","0,37",BRC0271B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0271B,Nome não encontrado
Ácidos graxos saturados,g,"0,25","0,05","0,33",BRC0271B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0271B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,74","0,15","0,96",BRC0271B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0271B,Nome não encontrado
Cálcio,mg,"6,46","1,29","8,40",BRC0271B,Nome não encontrado
Ferro,mg,"0,10","0,02","0,14",BRC0271B,Nome não encontrado
Sódio,mg,"1,45","0,29","1,88",BRC0271B,Nome não encontrado
Magnésio,mg,"3,64","0,73","4,73",BRC0271B,Nome não encontrado
Fósforo,mg,"9,07","1,81","11,8",BRC0271B,Nome não encontrado
Potássio,mg,"87,0","17,4",113,BRC0271B,Nome não encontrado
Manganês,mg,"0,05","0,01","0,06",BRC0271B,Nome não encontrado
Zinco,mg,"0,08","0,02","0,11",BRC0271B,Nome não encontrado
Cobre,mg,"0,01","0,00","0,02",BRC0271B,Nome não encontrado
Selênio,mcg,"0,12","0,02","0,16",BRC0271B,Nome não encontrado
Vitamina A (RE),mcg,104,"20,9",136,BRC0271B,Nome não encontrado
Vitamina A (RAE),mcg,"52,3","10,5","68,0",BRC0271B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0271B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,04","0,23",BRC0271B,Nome não encontrado
Tiamina,mg,"0,02","0,00","0,03",BRC0271B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0271B,Nome não encontrado
Niacina,mg,"0,27","0,05","0,35",BRC0271B,Nome não encontrado
Vitamina B6,mg,"0,02","0,00","0,03",BRC0271B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0271B,Nome não encontrado
Vitamina C,mg,"1,83","0,37","2,38",BRC0271B,Nome não encontrado
Equivalente de folato,mcg,"5,61","1,12","7,29",BRC0271B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0271B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0271B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0271B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0271B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0271B,Nome não encontrado
