componente,unidade,Valor por 100g,Porção Média (40 g),codigo_alimento,nome_alimento
Energia,kJ,1077,430,BRC0178C,Nome não encontrado
Energia,kcal,254,101,BRC0178C,Nome não encontrado
Umidade,g,"30,8","12,3",BRC0178C,Nome não encontrado
Carboidrato total,g,"62,7","25,1",BRC0178C,Nome não encontrado
Carboidrato disponível,g,"55,4","22,2",BRC0178C,Nome não encontrado
Proteína,g,"3,39","1,36",BRC0178C,Nome não encontrado
Lipídios,g,"0,51","0,20",BRC0178C,Nome não encontrado
Fibra alimentar,g,"7,30","2,92",BRC0178C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0178C,Nome não encontrado
Cinzas,g,"2,57","1,03",BRC0178C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0178C,Nome não encontrado
Ácidos graxos saturados,g,"0,05","0,02",BRC0178C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,18","0,07",BRC0178C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,18","0,07",BRC0178C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0178C,Nome não encontrado
Cálcio,mg,"55,0","22,0",BRC0178C,Nome não encontrado
Ferro,mg,"2,66","1,06",BRC0178C,Nome não encontrado
Sódio,mg,"10,00","4,00",BRC0178C,Nome não encontrado
Magnésio,mg,"32,0","12,8",BRC0178C,Nome não encontrado
Fósforo,mg,"71,0","28,4",BRC0178C,Nome não encontrado
Potássio,mg,1162,464,BRC0178C,Nome não encontrado
Manganês,mg,"0,24","0,09",BRC0178C,Nome não encontrado
Zinco,mg,"0,39","0,16",BRC0178C,Nome não encontrado
Cobre,mg,"0,34","0,14",BRC0178C,Nome não encontrado
Selênio,mcg,"2,20","0,88",BRC0178C,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0178C,Nome não encontrado
Vitamina A (RAE),mcg,"10,00","4,00",BRC0178C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0178C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"4,33","1,73",BRC0178C,Nome não encontrado
Tiamina,mg,"0,02","0,01",BRC0178C,Nome não encontrado
Riboflavina,mg,"0,07","0,03",BRC0178C,Nome não encontrado
Niacina,mg,"2,59","1,04",BRC0178C,Nome não encontrado
Vitamina B6,mg,"0,14","0,06",BRC0178C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0178C,Nome não encontrado
Vitamina C,mg,"1,00","0,40",BRC0178C,Nome não encontrado
Equivalente de folato,mcg,"10,00","4,00",BRC0178C,Nome não encontrado
Sal de adição,g,,,BRC0178C,Nome não encontrado
Açúcar de adição,g,,,BRC0178C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0178C,Nome não encontrado
Proteína vegetal,g,"3,39","1,36",BRC0178C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0178C,Nome não encontrado
