componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,363,BRC0298C,Nome não encontrado
Energia,kcal,87,BRC0298C,Nome não encontrado
Umidade,g,"72,5",BRC0298C,Nome não encontrado
Carboidrato total,g,"25,0",BRC0298C,Nome não encontrado
Carboidrato disponível,g,"14,4",BRC0298C,Nome não encontrado
Proteína,g,"1,50",BRC0298C,Nome não encontrado
Lipídios,g,"0,20",BRC0298C,Nome não encontrado
Fibra alimentar,g,"10,6",BRC0298C,Nome não encontrado
Álcool,g,"0,00",BRC0298C,Nome não encontrado
Cinzas,g,"0,80",BRC0298C,Nome não encontrado
Colesterol,mg,"0,00",BRC0298C,Nome não encontrado
Ácidos graxos saturados,g,"0,02",BRC0298C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,04",BRC0298C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04",BRC0298C,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0298C,Nome não encontrado
Cálcio,mg,161,BRC0298C,Nome não encontrado
Ferro,mg,"0,80",BRC0298C,Nome não encontrado
Sódio,mg,"3,00",BRC0298C,Nome não encontrado
Magnésio,mg,"22,0",BRC0298C,Nome não encontrado
Fósforo,mg,"21,0",BRC0298C,Nome não encontrado
Potássio,mg,212,BRC0298C,Nome não encontrado
Manganês,mg,,BRC0298C,Nome não encontrado
Zinco,mg,"0,25",BRC0298C,Nome não encontrado
Cobre,mg,"0,09",BRC0298C,Nome não encontrado
Selênio,mcg,"1,00",BRC0298C,Nome não encontrado
Vitamina A (RE),mcg,,BRC0298C,Nome não encontrado
Vitamina A (RAE),mcg,"21,0",BRC0298C,Nome não encontrado
Vitamina D,mcg,"0,00",BRC0298C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,25",BRC0298C,Nome não encontrado
Tiamina,mg,"0,12",BRC0298C,Nome não encontrado
Riboflavina,mg,"0,09",BRC0298C,Nome não encontrado
Niacina,mg,"0,90",BRC0298C,Nome não encontrado
Vitamina B6,mg,"0,18",BRC0298C,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC0298C,Nome não encontrado
Vitamina C,mg,136,BRC0298C,Nome não encontrado
Equivalente de folato,mcg,"30,0",BRC0298C,Nome não encontrado
Sal de adição,g,"0,00",BRC0298C,Nome não encontrado
Açúcar de adição,g,"0,00",BRC0298C,Nome não encontrado
Gordura de adição,g,"0,00",BRC0298C,Nome não encontrado
Proteína vegetal,g,"1,50",BRC0298C,Nome não encontrado
Proteína animal,g,"0,00",BRC0298C,Nome não encontrado
