componente,unidade,Valor por 100g,Colher sopa cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,487,194,BRC0070K,Nome não encontrado
Energia,kcal,115,46,BRC0070K,Nome não encontrado
Umidade,g,"74,2","29,7",BRC0070K,Nome não encontrado
Carboidrato total,g,"19,0","7,60",BRC0070K,Nome não encontrado
Carboidrato disponível,g,"19,0","7,60",BRC0070K,Nome não encontrado
Proteína,g,"3,10","1,24",BRC0070K,Nome não encontrado
Lipídios,g,"3,00","1,20",BRC0070K,Nome não encontrado
Fibra alimentar,g,,,BRC0070K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0070K,Nome não encontrado
Cinzas,g,"0,70","0,28",BRC0070K,Nome não encontrado
Colesterol,mg,"10,6","4,26",BRC0070K,Nome não encontrado
Ácidos graxos saturados,g,"1,77","0,71",BRC0070K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,89","0,36",BRC0070K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,17","0,07",BRC0070K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0070K,Nome não encontrado
Cálcio,mg,"99,7","39,9",BRC0070K,Nome não encontrado
Ferro,mg,"0,28","0,11",BRC0070K,Nome não encontrado
Sódio,mg,277,111,BRC0070K,Nome não encontrado
Magnésio,mg,"17,6","7,04",BRC0070K,Nome não encontrado
Fósforo,mg,233,"93,4",BRC0070K,Nome não encontrado
Potássio,mg,162,"64,9",BRC0070K,Nome não encontrado
Manganês,mg,,,BRC0070K,Nome não encontrado
Zinco,mg,"0,41","0,16",BRC0070K,Nome não encontrado
Cobre,mg,,,BRC0070K,Nome não encontrado
Selênio,mcg,,,BRC0070K,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0070K,Nome não encontrado
Vitamina A (RAE),mcg,"25,2","10,1",BRC0070K,Nome não encontrado
Vitamina D,mcg,,,BRC0070K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0070K,Nome não encontrado
Tiamina,mg,"0,03","0,01",BRC0070K,Nome não encontrado
Riboflavina,mg,"0,14","0,06",BRC0070K,Nome não encontrado
Niacina,mg,"0,09","0,04",BRC0070K,Nome não encontrado
Vitamina B6,mg,"0,04","0,01",BRC0070K,Nome não encontrado
Vitamina B12,mcg,"0,29","0,12",BRC0070K,Nome não encontrado
Vitamina C,mg,"0,88","0,35",BRC0070K,Nome não encontrado
Equivalente de folato,mcg,"3,91","1,56",BRC0070K,Nome não encontrado
Sal de adição,g,,,BRC0070K,Nome não encontrado
Açúcar de adição,g,,,BRC0070K,Nome não encontrado
Gordura de adição,g,,,BRC0070K,Nome não encontrado
Proteína vegetal,g,,,BRC0070K,Nome não encontrado
Proteína animal,g,,,BRC0070K,Nome não encontrado
