componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (13 g),codigo_alimento,nome_alimento
Energia,kJ,111,22,14,BRC0039B,Nome não encontrado
Energia,kcal,26,5,3,BRC0039B,Nome não encontrado
Umidade,g,"92,4","18,5","12,0",BRC0039B,Nome não encontrado
Carboidrato total,g,"5,63","1,13","0,73",BRC0039B,Nome não encontrado
Carboidrato disponível,g,"3,82","0,76","0,50",BRC0039B,Nome não encontrado
Proteína,g,"1,21","0,24","0,16",BRC0039B,Nome não encontrado
Lipídios,g,"0,30","0,06","0,04",BRC0039B,Nome não encontrado
Fibra alimentar,g,"1,80","0,36","0,23",BRC0039B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0039B,Nome não encontrado
Cinzas,g,"0,50","0,10","0,06",BRC0039B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0039B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,00",BRC0039B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0039B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,07","0,01","0,01",BRC0039B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0039B,Nome não encontrado
Cálcio,mg,"9,03","1,81","1,17",BRC0039B,Nome não encontrado
Ferro,mg,"0,39","0,08","0,05",BRC0039B,Nome não encontrado
Sódio,mg,traços,traços,traços,BRC0039B,Nome não encontrado
Magnésio,mg,"10,2","2,05","1,33",BRC0039B,Nome não encontrado
Fósforo,mg,"21,0","4,21","2,73",BRC0039B,Nome não encontrado
Potássio,mg,207,"41,6","27,0",BRC0039B,Nome não encontrado
Manganês,mg,"0,08","0,02","0,01",BRC0039B,Nome não encontrado
Zinco,mg,"0,14","0,03","0,02",BRC0039B,Nome não encontrado
Cobre,mg,"0,04","0,01","0,00",BRC0039B,Nome não encontrado
Selênio,mcg,"0,20","0,04","0,03",BRC0039B,Nome não encontrado
Vitamina A (RE),mcg,"27,8","5,56","3,62",BRC0039B,Nome não encontrado
Vitamina A (RAE),mcg,"13,9","2,78","1,81",BRC0039B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0039B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,60","0,32","0,21",BRC0039B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,00",BRC0039B,Nome não encontrado
Riboflavina,mg,"0,03","0,01","0,00",BRC0039B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0039B,Nome não encontrado
Vitamina B6,mg,"0,06","0,01","0,01",BRC0039B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0039B,Nome não encontrado
Vitamina C,mg,189,"37,8","24,6",BRC0039B,Nome não encontrado
Equivalente de folato,mcg,"24,9","4,97","3,23",BRC0039B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0039B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0039B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0039B,Nome não encontrado
Proteína vegetal,g,"1,21","0,24","0,16",BRC0039B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0039B,Nome não encontrado
