componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,933,BRC0738F,Nome não encontrado
Energia,kcal,224,BRC0738F,Nome não encontrado
Umidade,g,"61,4",BRC0738F,Nome não encontrado
Carboidrato total,g,"7,84",BRC0738F,Nome não encontrado
Carboidrato disponível,g,"7,24",BRC0738F,Nome não encontrado
Proteína,g,"11,4",BRC0738F,Nome não encontrado
Lipídios,g,"16,5",BRC0738F,Nome não encontrado
Fibra alimentar,g,"0,60",BRC0738F,Nome não encontrado
Álcool,g,"0,00",BRC0738F,Nome não encontrado
Cinzas,g,"2,88",BRC0738F,Nome não encontrado
Colesterol,mg,"43,1",BRC0738F,Nome não encontrado
Ácidos graxos saturados,g,"5,85",BRC0738F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,35",BRC0738F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,08",BRC0738F,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC0738F,Nome não encontrado
Cálcio,mg,238,BRC0738F,Nome não encontrado
Ferro,mg,"3,37",BRC0738F,Nome não encontrado
Sódio,mg,803,BRC0738F,Nome não encontrado
Magnésio,mg,"16,5",BRC0738F,Nome não encontrado
Fósforo,mg,159,BRC0738F,Nome não encontrado
Potássio,mg,295,BRC0738F,Nome não encontrado
Manganês,mg,"0,03",BRC0738F,Nome não encontrado
Zinco,mg,"1,07",BRC0738F,Nome não encontrado
Cobre,mg,"0,09",BRC0738F,Nome não encontrado
Selênio,mcg,"4,87",BRC0738F,Nome não encontrado
Vitamina A (RE),mcg,"78,9",BRC0738F,Nome não encontrado
Vitamina A (RAE),mcg,"65,2",BRC0738F,Nome não encontrado
Vitamina D,mcg,"0,48",BRC0738F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,44",BRC0738F,Nome não encontrado
Tiamina,mg,"0,55",BRC0738F,Nome não encontrado
Riboflavina,mg,"0,16",BRC0738F,Nome não encontrado
Niacina,mg,"2,46",BRC0738F,Nome não encontrado
Vitamina B6,mg,"0,30",BRC0738F,Nome não encontrado
Vitamina B12,mcg,"0,43",BRC0738F,Nome não encontrado
Vitamina C,mg,"5,84",BRC0738F,Nome não encontrado
Equivalente de folato,mcg,"5,97",BRC0738F,Nome não encontrado
Sal de adição,g,,BRC0738F,Nome não encontrado
Açúcar de adição,g,,BRC0738F,Nome não encontrado
Gordura de adição,g,-,BRC0738F,Nome não encontrado
Proteína vegetal,g,-,BRC0738F,Nome não encontrado
Proteína animal,g,-,BRC0738F,Nome não encontrado
