componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,127,31,22,BRC0468B,Nome não encontrado
Energia,kcal,30,7,5,BRC0468B,Nome não encontrado
Umidade,g,"90,9","22,7","16,4",BRC0468B,Nome não encontrado
Carboidrato total,g,"6,45","1,61","1,16",BRC0468B,Nome não encontrado
Carboidrato disponível,g,"4,38","1,10","0,79",BRC0468B,Nome não encontrado
Proteína,g,"1,38","0,35","0,25",BRC0468B,Nome não encontrado
Lipídios,g,"0,35","0,09","0,06",BRC0468B,Nome não encontrado
Fibra alimentar,g,"2,07","0,52","0,37",BRC0468B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0468B,Nome não encontrado
Cinzas,g,"0,89","0,22","0,16",BRC0468B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0468B,Nome não encontrado
Ácidos graxos saturados,g,"0,03","0,01","0,01",BRC0468B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0468B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,02","0,01",BRC0468B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0468B,Nome não encontrado
Cálcio,mg,"9,91","2,48","1,78",BRC0468B,Nome não encontrado
Ferro,mg,"0,45","0,11","0,08",BRC0468B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0468B,Nome não encontrado
Magnésio,mg,"7,05","1,76","1,27",BRC0468B,Nome não encontrado
Fósforo,mg,"21,7","5,42","3,90",BRC0468B,Nome não encontrado
Potássio,mg,119,"29,8","21,5",BRC0468B,Nome não encontrado
Manganês,mg,"0,08","0,02","0,01",BRC0468B,Nome não encontrado
Zinco,mg,"0,12","0,03","0,02",BRC0468B,Nome não encontrado
Cobre,mg,"0,04","0,01","0,01",BRC0468B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0468B,Nome não encontrado
Vitamina A (RE),mcg,"34,5","8,64","6,22",BRC0468B,Nome não encontrado
Vitamina A (RAE),mcg,"17,3","4,32","3,11",BRC0468B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0468B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,84","0,46","0,33",BRC0468B,Nome não encontrado
Tiamina,mg,"0,03","0,01","0,01",BRC0468B,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,00",BRC0468B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0468B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,01",BRC0468B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0468B,Nome não encontrado
Vitamina C,mg,140,"35,2","25,4",BRC0468B,Nome não encontrado
Equivalente de folato,mcg,"14,3","3,56","2,57",BRC0468B,Nome não encontrado
Sal de adição,g,"0,47","0,12","0,08",BRC0468B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0468B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0468B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0468B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0468B,Nome não encontrado
