componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,1285,321,BRC0804B,Nome não encontrado
Energia,kcal,304,76,BRC0804B,Nome não encontrado
Umidade,g,"27,8","6,95",BRC0804B,Nome não encontrado
Carboidrato total,g,"64,2","16,0",BRC0804B,Nome não encontrado
Carboidrato disponível,g,"59,7","14,9",BRC0804B,Nome não encontrado
Proteína,g,"1,47","0,37",BRC0804B,Nome não encontrado
Lipídios,g,"5,64","1,41",BRC0804B,Nome não encontrado
Fibra alimentar,g,"4,44","1,11",BRC0804B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0804B,Nome não encontrado
Cinzas,g,"0,91","0,23",BRC0804B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0804B,Nome não encontrado
Ácidos graxos saturados,g,"0,91","0,23",BRC0804B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,31","0,33",BRC0804B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,22","0,81",BRC0804B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01",BRC0804B,Nome não encontrado
Cálcio,mg,"44,0","11,0",BRC0804B,Nome não encontrado
Ferro,mg,"0,80","0,20",BRC0804B,Nome não encontrado
Sódio,mg,"5,69","1,42",BRC0804B,Nome não encontrado
Magnésio,mg,"35,9","8,97",BRC0804B,Nome não encontrado
Fósforo,mg,"36,2","9,05",BRC0804B,Nome não encontrado
Potássio,mg,325,"81,4",BRC0804B,Nome não encontrado
Manganês,mg,"0,58","0,14",BRC0804B,Nome não encontrado
Zinco,mg,"0,28","0,07",BRC0804B,Nome não encontrado
Cobre,mg,"0,04","0,01",BRC0804B,Nome não encontrado
Selênio,mcg,"0,89","0,22",BRC0804B,Nome não encontrado
Vitamina A (RE),mcg,"77,8","19,4",BRC0804B,Nome não encontrado
Vitamina A (RAE),mcg,"32,7","8,17",BRC0804B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0804B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,47","0,12",BRC0804B,Nome não encontrado
Tiamina,mg,"0,02","0,00",BRC0804B,Nome não encontrado
Riboflavina,mg,"0,01","0,00",BRC0804B,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0804B,Nome não encontrado
Vitamina B6,mg,"0,51","0,13",BRC0804B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0804B,Nome não encontrado
Vitamina C,mg,"5,20","1,30",BRC0804B,Nome não encontrado
Equivalente de folato,mcg,"31,2","7,79",BRC0804B,Nome não encontrado
Sal de adição,g,"0,47","0,12",BRC0804B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0804B,Nome não encontrado
Gordura de adição,g,-,-,BRC0804B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0804B,Nome não encontrado
Proteína animal,g,-,-,BRC0804B,Nome não encontrado
