componente,unidade,Valor por 100g,Colher servir cheia (70 g),Colher servir rasa (50 g),codigo_alimento,nome_alimento
Energia,kJ,501,350,250,BRC0686B,Nome não encontrado
Energia,kcal,119,83,59,BRC0686B,Nome não encontrado
Umidade,g,"74,5","52,1","37,2",BRC0686B,Nome não encontrado
Carboidrato total,g,"10,2","7,16","5,12",BRC0686B,Nome não encontrado
Carboidrato disponível,g,"9,25","6,47","4,62",BRC0686B,Nome não encontrado
Proteína,g,"8,97","6,28","4,48",BRC0686B,Nome não encontrado
Lipídios,g,"4,95","3,47","2,48",BRC0686B,Nome não encontrado
Fibra alimentar,g,"0,98","0,69","0,49",BRC0686B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0686B,Nome não encontrado
Cinzas,g,"1,22","0,86","0,61",BRC0686B,Nome não encontrado
Colesterol,mg,"21,3","14,9","10,7",BRC0686B,Nome não encontrado
Ácidos graxos saturados,g,"2,55","1,78","1,27",BRC0686B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,28","0,90","0,64",BRC0686B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,46","0,32","0,23",BRC0686B,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,09","0,07",BRC0686B,Nome não encontrado
Cálcio,mg,120,"84,6","60,4",BRC0686B,Nome não encontrado
Ferro,mg,"0,31","0,22","0,16",BRC0686B,Nome não encontrado
Sódio,mg,225,157,112,BRC0686B,Nome não encontrado
Magnésio,mg,"14,7","10,3","7,33",BRC0686B,Nome não encontrado
Fósforo,mg,139,"97,5","69,6",BRC0686B,Nome não encontrado
Potássio,mg,208,145,104,BRC0686B,Nome não encontrado
Manganês,mg,"0,07","0,05","0,03",BRC0686B,Nome não encontrado
Zinco,mg,"0,84","0,59","0,42",BRC0686B,Nome não encontrado
Cobre,mg,"0,05","0,04","0,03",BRC0686B,Nome não encontrado
Selênio,mcg,"4,86","3,40","2,43",BRC0686B,Nome não encontrado
Vitamina A (RE),mcg,"26,2","18,3","13,1",BRC0686B,Nome não encontrado
Vitamina A (RAE),mcg,"21,9","15,3","11,0",BRC0686B,Nome não encontrado
Vitamina D,mcg,"0,01","0,00","0,00",BRC0686B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,28","0,19","0,14",BRC0686B,Nome não encontrado
Tiamina,mg,"0,06","0,04","0,03",BRC0686B,Nome não encontrado
Riboflavina,mg,"0,03","0,02","0,02",BRC0686B,Nome não encontrado
Niacina,mg,"1,96","1,37","0,98",BRC0686B,Nome não encontrado
Vitamina B6,mg,"0,07","0,05","0,03",BRC0686B,Nome não encontrado
Vitamina B12,mcg,"0,40","0,28","0,20",BRC0686B,Nome não encontrado
Vitamina C,mg,"0,07","0,05","0,03",BRC0686B,Nome não encontrado
Equivalente de folato,mcg,"16,0","11,2","8,00",BRC0686B,Nome não encontrado
Sal de adição,g,"0,47","0,33","0,24",BRC0686B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0686B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0686B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0686B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0686B,Nome não encontrado
