componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,72,173,119,BRC0109C,Nome não encontrado
Energia,kcal,17,41,28,BRC0109C,Nome não encontrado
Umidade,g,"95,5",229,157,BRC0109C,Nome não encontrado
Carboidrato total,g,"3,98","9,56","6,57",BRC0109C,Nome não encontrado
Carboidrato disponível,g,"3,60","8,64","5,94",BRC0109C,Nome não encontrado
Proteína,g,"0,23","0,56","0,38",BRC0109C,Nome não encontrado
Lipídios,g,"0,11","0,27","0,19",BRC0109C,Nome não encontrado
Fibra alimentar,g,"0,38","0,92","0,63",BRC0109C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0109C,Nome não encontrado
Cinzas,g,"0,12","0,29","0,20",BRC0109C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0109C,Nome não encontrado
Ácidos graxos saturados,g,"0,01","0,02","0,01",BRC0109C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,03","0,02",BRC0109C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,04","0,08","0,06",BRC0109C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0109C,Nome não encontrado
Cálcio,mg,"6,30","15,1","10,4",BRC0109C,Nome não encontrado
Ferro,mg,"0,16","0,39","0,27",BRC0109C,Nome não encontrado
Sódio,mg,"0,97","2,34","1,61",BRC0109C,Nome não encontrado
Magnésio,mg,"5,70","13,7","9,41",BRC0109C,Nome não encontrado
Fósforo,mg,"3,61","8,65","5,95",BRC0109C,Nome não encontrado
Potássio,mg,"47,2",113,"77,8",BRC0109C,Nome não encontrado
Manganês,mg,"0,51","1,22","0,84",BRC0109C,Nome não encontrado
Zinco,mg,"0,05","0,13","0,09",BRC0109C,Nome não encontrado
Cobre,mg,"0,04","0,10","0,07",BRC0109C,Nome não encontrado
Selênio,mcg,"0,14","0,33","0,23",BRC0109C,Nome não encontrado
Vitamina A (RE),mcg,"0,69","1,65","1,13",BRC0109C,Nome não encontrado
Vitamina A (RAE),mcg,"0,34","0,82","0,57",BRC0109C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0109C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,02","0,04","0,03",BRC0109C,Nome não encontrado
Tiamina,mg,"0,06","0,14","0,09",BRC0109C,Nome não encontrado
Riboflavina,mg,"0,01","0,02","0,01",BRC0109C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0109C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0109C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0109C,Nome não encontrado
Vitamina C,mg,"11,4","27,3","18,7",BRC0109C,Nome não encontrado
Equivalente de folato,mcg,"3,87","9,30","6,39",BRC0109C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0109C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0109C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0109C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0109C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0109C,Nome não encontrado
