componente,unidade,Valor por 100g,Colher sopa cheia (15 g),codigo_alimento,nome_alimento
Energia,kJ,1726,258,BRC0206A,Nome não encontrado
Energia,kcal,412,61,BRC0206A,Nome não encontrado
Umidade,g,"11,2","1,68",BRC0206A,Nome não encontrado
Carboidrato total,g,"56,8","8,52",BRC0206A,Nome não encontrado
Carboidrato disponível,g,"49,7","7,45",BRC0206A,Nome não encontrado
Proteína,g,"13,3","2,00",BRC0206A,Nome não encontrado
Lipídios,g,"16,2","2,42",BRC0206A,Nome não encontrado
Fibra alimentar,g,"7,09","1,06",BRC0206A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0206A,Nome não encontrado
Cinzas,g,"2,50","0,38",BRC0206A,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0206A,Nome não encontrado
Ácidos graxos saturados,g,"2,53","0,38",BRC0206A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,64","0,55",BRC0206A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"8,61","1,29",BRC0206A,Nome não encontrado
Ácidos graxos trans,g,,,BRC0206A,Nome não encontrado
Cálcio,mg,"3,60","0,54",BRC0206A,Nome não encontrado
Ferro,mg,"1,78","0,27",BRC0206A,Nome não encontrado
Sódio,mg,610,"91,5",BRC0206A,Nome não encontrado
Magnésio,mg,"71,0","10,6",BRC0206A,Nome não encontrado
Fósforo,mg,178,"26,8",BRC0206A,Nome não encontrado
Potássio,mg,163,"24,5",BRC0206A,Nome não encontrado
Manganês,mg,"0,57","0,09",BRC0206A,Nome não encontrado
Zinco,mg,"2,79","0,42",BRC0206A,Nome não encontrado
Cobre,mg,"0,15","0,02",BRC0206A,Nome não encontrado
Selênio,mcg,,,BRC0206A,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0206A,Nome não encontrado
Vitamina A (RAE),mcg,"2,97","0,45",BRC0206A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0206A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"10,0","1,50",BRC0206A,Nome não encontrado
Tiamina,mg,"0,12","0,02",BRC0206A,Nome não encontrado
Riboflavina,mg,"0,05","0,01",BRC0206A,Nome não encontrado
Niacina,mg,"1,07","0,16",BRC0206A,Nome não encontrado
Vitamina B6,mg,"0,10","0,01",BRC0206A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0206A,Nome não encontrado
Vitamina C,mg,"0,27","0,04",BRC0206A,Nome não encontrado
Equivalente de folato,mcg,"22,5","3,37",BRC0206A,Nome não encontrado
Sal de adição,g,,,BRC0206A,Nome não encontrado
Açúcar de adição,g,,,BRC0206A,Nome não encontrado
Gordura de adição,g,,,BRC0206A,Nome não encontrado
Proteína vegetal,g,,,BRC0206A,Nome não encontrado
Proteína animal,g,,,BRC0206A,Nome não encontrado
