componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,174,BRC1062B,Nome não encontrado
Energia,kcal,42,BRC1062B,Nome não encontrado
Umidade,g,"91,3",BRC1062B,Nome não encontrado
Carboidrato total,g,"3,37",BRC1062B,Nome não encontrado
Carboidrato disponível,g,"1,38",BRC1062B,Nome não encontrado
Proteína,g,"1,53",BRC1062B,Nome não encontrado
Lipídios,g,"2,94",BRC1062B,Nome não encontrado
Fibra alimentar,g,"1,98",BRC1062B,Nome não encontrado
Álcool,g,"0,00",BRC1062B,Nome não encontrado
Cinzas,g,"1,03",BRC1062B,Nome não encontrado
Colesterol,mg,"0,00",BRC1062B,Nome não encontrado
Ácidos graxos saturados,g,"0,49",BRC1062B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,97",BRC1062B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,39",BRC1062B,Nome não encontrado
Ácidos graxos trans,g,"0,00",BRC1062B,Nome não encontrado
Cálcio,mg,"64,0",BRC1062B,Nome não encontrado
Ferro,mg,"0,42",BRC1062B,Nome não encontrado
Sódio,mg,132,BRC1062B,Nome não encontrado
Magnésio,mg,"18,1",BRC1062B,Nome não encontrado
Fósforo,mg,"28,7",BRC1062B,Nome não encontrado
Potássio,mg,294,BRC1062B,Nome não encontrado
Manganês,mg,"0,24",BRC1062B,Nome não encontrado
Zinco,mg,"0,23",BRC1062B,Nome não encontrado
Cobre,mg,"0,06",BRC1062B,Nome não encontrado
Selênio,mcg,"0,92",BRC1062B,Nome não encontrado
Vitamina A (RE),mcg,280,BRC1062B,Nome não encontrado
Vitamina A (RAE),mcg,140,BRC1062B,Nome não encontrado
Vitamina D,mcg,"0,00",BRC1062B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,00",BRC1062B,Nome não encontrado
Tiamina,mg,"0,12",BRC1062B,Nome não encontrado
Riboflavina,mg,"0,12",BRC1062B,Nome não encontrado
Niacina,mg,"0,81",BRC1062B,Nome não encontrado
Vitamina B6,mg,"0,03",BRC1062B,Nome não encontrado
Vitamina B12,mcg,"0,00",BRC1062B,Nome não encontrado
Vitamina C,mg,"36,8",BRC1062B,Nome não encontrado
Equivalente de folato,mcg,"34,1",BRC1062B,Nome não encontrado
Sal de adição,g,"0,00",BRC1062B,Nome não encontrado
Açúcar de adição,g,"0,32",BRC1062B,Nome não encontrado
Gordura de adição,g,-,BRC1062B,Nome não encontrado
Proteína vegetal,g,-,BRC1062B,Nome não encontrado
Proteína animal,g,-,BRC1062B,Nome não encontrado
