componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,198,475,326,BRC0118C,Nome não encontrado
Energia,kcal,47,111,76,BRC0118C,Nome não encontrado
Umidade,g,"88,1",211,145,BRC0118C,Nome não encontrado
Carboidrato total,g,"11,1","26,7","18,4",BRC0118C,Nome não encontrado
Carboidrato disponível,g,"10,8","25,9","17,8",BRC0118C,Nome não encontrado
Proteína,g,"0,49","1,18","0,81",BRC0118C,Nome não encontrado
Lipídios,g,"0,09","0,23","0,16",BRC0118C,Nome não encontrado
Fibra alimentar,g,"0,37","0,88","0,61",BRC0118C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0118C,Nome não encontrado
Cinzas,g,"0,21","0,51","0,35",BRC0118C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0118C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,04","0,02",BRC0118C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,02","0,04","0,03",BRC0118C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,02","0,05","0,03",BRC0118C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0118C,Nome não encontrado
Cálcio,mg,"10,7","25,7","17,7",BRC0118C,Nome não encontrado
Ferro,mg,"0,10","0,24","0,17",BRC0118C,Nome não encontrado
Sódio,mg,"0,93","2,23","1,53",BRC0118C,Nome não encontrado
Magnésio,mg,"6,04","14,5","9,97",BRC0118C,Nome não encontrado
Fósforo,mg,"8,70","20,9","14,3",BRC0118C,Nome não encontrado
Potássio,mg,"67,1",161,110,BRC0118C,Nome não encontrado
Manganês,mg,"0,07","0,16","0,11",BRC0118C,Nome não encontrado
Zinco,mg,"0,06","0,14","0,10",BRC0118C,Nome não encontrado
Cobre,mg,"0,01","0,02","0,01",BRC0118C,Nome não encontrado
Selênio,mcg,"0,45","1,07","0,74",BRC0118C,Nome não encontrado
Vitamina A (RE),mcg,"84,7",203,139,BRC0118C,Nome não encontrado
Vitamina A (RAE),mcg,"42,3",101,"69,8",BRC0118C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0118C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0118C,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0118C,Nome não encontrado
Riboflavina,mg,"0,01","0,03","0,02",BRC0118C,Nome não encontrado
Niacina,mg,"0,12","0,29","0,20",BRC0118C,Nome não encontrado
Vitamina B6,mg,traços,traços,traços,BRC0118C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0118C,Nome não encontrado
Vitamina C,mg,262,630,433,BRC0118C,Nome não encontrado
Equivalente de folato,mcg,"3,70","8,88","6,11",BRC0118C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0118C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0118C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0118C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0118C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0118C,Nome não encontrado
