componente,unidade,Valor por 100g,Colher sopa cheia (25 g),codigo_alimento,nome_alimento
Energia,kJ,144,35,BRC0358B,Nome não encontrado
Energia,kcal,35,8,BRC0358B,Nome não encontrado
Umidade,g,"90,9","22,7",BRC0358B,Nome não encontrado
Carboidrato total,g,"5,91","1,48",BRC0358B,Nome não encontrado
Carboidrato disponível,g,"2,73","0,68",BRC0358B,Nome não encontrado
Proteína,g,"1,29","0,32",BRC0358B,Nome não encontrado
Lipídios,g,"1,35","0,34",BRC0358B,Nome não encontrado
Fibra alimentar,g,"3,18","0,79",BRC0358B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0358B,Nome não encontrado
Cinzas,g,"0,51","0,13",BRC0358B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0358B,Nome não encontrado
Ácidos graxos saturados,g,"0,21","0,05",BRC0358B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,29","0,07",BRC0358B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,78","0,20",BRC0358B,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,00",BRC0358B,Nome não encontrado
Cálcio,mg,"14,9","3,71",BRC0358B,Nome não encontrado
Ferro,mg,"0,29","0,07",BRC0358B,Nome não encontrado
Sódio,mg,"0,10","0,02",BRC0358B,Nome não encontrado
Magnésio,mg,"18,1","4,52",BRC0358B,Nome não encontrado
Fósforo,mg,"26,4","6,61",BRC0358B,Nome não encontrado
Potássio,mg,242,"60,7",BRC0358B,Nome não encontrado
Manganês,mg,"0,12","0,03",BRC0358B,Nome não encontrado
Zinco,mg,"0,15","0,04",BRC0358B,Nome não encontrado
Cobre,mg,"0,08","0,02",BRC0358B,Nome não encontrado
Selênio,mcg,"0,14","0,04",BRC0358B,Nome não encontrado
Vitamina A (RE),mcg,"25,4","6,36",BRC0358B,Nome não encontrado
Vitamina A (RAE),mcg,"12,7","3,18",BRC0358B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0358B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,40","0,10",BRC0358B,Nome não encontrado
Tiamina,mg,"0,05","0,01",BRC0358B,Nome não encontrado
Riboflavina,mg,"0,05","0,01",BRC0358B,Nome não encontrado
Niacina,mg,traços,traços,BRC0358B,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0358B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0358B,Nome não encontrado
Vitamina C,mg,"3,17","0,79",BRC0358B,Nome não encontrado
Equivalente de folato,mcg,"14,5","3,62",BRC0358B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0358B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0358B,Nome não encontrado
Gordura de adição,g,-,-,BRC0358B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0358B,Nome não encontrado
Proteína animal,g,-,-,BRC0358B,Nome não encontrado
