componente,unidade,Valor por 100g,Colher sopa cheia (35 g),Colher sopa rasa (24 g),codigo_alimento,nome_alimento
Energia,kJ,286,100,68,BRC0323B,Nome não encontrado
Energia,kcal,68,23,16,BRC0323B,Nome não encontrado
Umidade,g,"83,8","29,3","20,1",BRC0323B,Nome não encontrado
Carboidrato total,g,"11,6","4,05","2,78",BRC0323B,Nome não encontrado
Carboidrato disponível,g,"10,3","3,61","2,48",BRC0323B,Nome não encontrado
Proteína,g,"1,67","0,58","0,40",BRC0323B,Nome não encontrado
Lipídios,g,"1,96","0,69","0,47",BRC0323B,Nome não encontrado
Fibra alimentar,g,"1,26","0,44","0,30",BRC0323B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0323B,Nome não encontrado
Cinzas,g,"0,98","0,34","0,23",BRC0323B,Nome não encontrado
Colesterol,mg,"2,22","0,78","0,53",BRC0323B,Nome não encontrado
Ácidos graxos saturados,g,"0,79","0,28","0,19",BRC0323B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,45","0,16","0,11",BRC0323B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,57","0,20","0,14",BRC0323B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0323B,Nome não encontrado
Cálcio,mg,"22,5","7,89","5,41",BRC0323B,Nome não encontrado
Ferro,mg,"0,19","0,07","0,05",BRC0323B,Nome não encontrado
Sódio,mg,201,"70,6","48,4",BRC0323B,Nome não encontrado
Magnésio,mg,"6,57","2,30","1,58",BRC0323B,Nome não encontrado
Fósforo,mg,"36,4","12,7","8,74",BRC0323B,Nome não encontrado
Potássio,mg,222,"78,0","53,5",BRC0323B,Nome não encontrado
Manganês,mg,"0,06","0,02","0,01",BRC0323B,Nome não encontrado
Zinco,mg,"0,24","0,08","0,06",BRC0323B,Nome não encontrado
Cobre,mg,"0,06","0,02","0,01",BRC0323B,Nome não encontrado
Selênio,mcg,"1,03","0,36","0,25",BRC0323B,Nome não encontrado
Vitamina A (RE),mcg,"8,89","3,11","2,13",BRC0323B,Nome não encontrado
Vitamina A (RAE),mcg,"8,74","3,06","2,10",BRC0323B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0323B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,07","0,02","0,02",BRC0323B,Nome não encontrado
Tiamina,mg,"0,05","0,02","0,01",BRC0323B,Nome não encontrado
Riboflavina,mg,"0,04","0,01","0,01",BRC0323B,Nome não encontrado
Niacina,mg,"0,26","0,09","0,06",BRC0323B,Nome não encontrado
Vitamina B6,mg,"0,07","0,02","0,02",BRC0323B,Nome não encontrado
Vitamina B12,mcg,"0,06","0,02","0,02",BRC0323B,Nome não encontrado
Vitamina C,mg,"3,17","1,11","0,76",BRC0323B,Nome não encontrado
Equivalente de folato,mcg,"4,60","1,61","1,10",BRC0323B,Nome não encontrado
Sal de adição,g,"0,47","0,16","0,11",BRC0323B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0323B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0323B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0323B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0323B,Nome não encontrado
