componente,unidade,Valor por 100g,Porção Média (120 g),codigo_alimento,nome_alimento
Energia,kJ,685,821,BRC0971F,Nome não encontrado
Energia,kcal,164,196,BRC0971F,Nome não encontrado
Umidade,g,"70,6","84,8",BRC0971F,Nome não encontrado
Carboidrato total,g,"1,54","1,85",BRC0971F,Nome não encontrado
Carboidrato disponível,g,"1,18","1,41",BRC0971F,Nome não encontrado
Proteína,g,"16,4","19,6",BRC0971F,Nome não encontrado
Lipídios,g,"10,4","12,4",BRC0971F,Nome não encontrado
Fibra alimentar,g,"0,36","0,43",BRC0971F,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0971F,Nome não encontrado
Cinzas,g,"1,09","1,31",BRC0971F,Nome não encontrado
Colesterol,mg,114,137,BRC0971F,Nome não encontrado
Ácidos graxos saturados,g,"3,69","4,43",BRC0971F,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,30","5,16",BRC0971F,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,29","1,55",BRC0971F,Nome não encontrado
Ácidos graxos trans,g,"0,07","0,09",BRC0971F,Nome não encontrado
Cálcio,mg,"10,9","13,1",BRC0971F,Nome não encontrado
Ferro,mg,"2,44","2,92",BRC0971F,Nome não encontrado
Sódio,mg,240,288,BRC0971F,Nome não encontrado
Magnésio,mg,"10,2","12,2",BRC0971F,Nome não encontrado
Fósforo,mg,"61,7","74,1",BRC0971F,Nome não encontrado
Potássio,mg,105,126,BRC0971F,Nome não encontrado
Manganês,mg,"0,07","0,08",BRC0971F,Nome não encontrado
Zinco,mg,"2,06","2,47",BRC0971F,Nome não encontrado
Cobre,mg,"0,07","0,08",BRC0971F,Nome não encontrado
Selênio,mcg,"15,4","18,4",BRC0971F,Nome não encontrado
Vitamina A (RE),mcg,"7,52","9,02",BRC0971F,Nome não encontrado
Vitamina A (RAE),mcg,"6,45","7,74",BRC0971F,Nome não encontrado
Vitamina D,mcg,"0,05","0,06",BRC0971F,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,34","0,40",BRC0971F,Nome não encontrado
Tiamina,mg,"0,04","0,04",BRC0971F,Nome não encontrado
Riboflavina,mg,"0,28","0,34",BRC0971F,Nome não encontrado
Niacina,mg,"1,90","2,28",BRC0971F,Nome não encontrado
Vitamina B6,mg,"0,03","0,04",BRC0971F,Nome não encontrado
Vitamina B12,mcg,"1,40","1,68",BRC0971F,Nome não encontrado
Vitamina C,mg,"16,3","19,5",BRC0971F,Nome não encontrado
Equivalente de folato,mcg,"7,55","9,06",BRC0971F,Nome não encontrado
Sal de adição,g,"0,50","0,60",BRC0971F,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0971F,Nome não encontrado
Gordura de adição,g,-,-,BRC0971F,Nome não encontrado
Proteína vegetal,g,-,-,BRC0971F,Nome não encontrado
Proteína animal,g,-,-,BRC0971F,Nome não encontrado
