componente,unidade,Valor por 100g,Colher sopa cheia (14 g),Colher sopa rasa (8 g),codigo_alimento,nome_alimento
Energia,kJ,131,18,10,BRC0234B,Nome não encontrado
Energia,kcal,32,4,2,BRC0234B,Nome não encontrado
Umidade,g,"89,5","12,5","7,16",BRC0234B,Nome não encontrado
Carboidrato total,g,"5,18","0,72","0,41",BRC0234B,Nome não encontrado
Carboidrato disponível,g,"1,50","0,21","0,12",BRC0234B,Nome não encontrado
Proteína,g,"2,80","0,39","0,22",BRC0234B,Nome não encontrado
Lipídios,g,"0,78","0,11","0,06",BRC0234B,Nome não encontrado
Fibra alimentar,g,"3,68","0,52","0,29",BRC0234B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0234B,Nome não encontrado
Cinzas,g,"1,77","0,25","0,14",BRC0234B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0234B,Nome não encontrado
Ácidos graxos saturados,g,"0,11","0,01","0,01",BRC0234B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,11","0,01","0,01",BRC0234B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,31","0,04","0,03",BRC0234B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0234B,Nome não encontrado
Cálcio,mg,125,"17,6","10,0",BRC0234B,Nome não encontrado
Ferro,mg,"1,00","0,14","0,08",BRC0234B,Nome não encontrado
Sódio,mg,143,"20,0","11,4",BRC0234B,Nome não encontrado
Magnésio,mg,"18,6","2,60","1,48",BRC0234B,Nome não encontrado
Fósforo,mg,"45,5","6,36","3,64",BRC0234B,Nome não encontrado
Potássio,mg,138,"19,4","11,1",BRC0234B,Nome não encontrado
Manganês,mg,"0,22","0,03","0,02",BRC0234B,Nome não encontrado
Zinco,mg,"1,05","0,15","0,08",BRC0234B,Nome não encontrado
Cobre,mg,"0,20","0,03","0,02",BRC0234B,Nome não encontrado
Selênio,mcg,"0,58","0,08","0,05",BRC0234B,Nome não encontrado
Vitamina A (RE),mcg,1139,159,"91,2",BRC0234B,Nome não encontrado
Vitamina A (RAE),mcg,569,"79,8","45,6",BRC0234B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0234B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,11","0,30","0,17",BRC0234B,Nome não encontrado
Tiamina,mg,traços,traços,traços,BRC0234B,Nome não encontrado
Riboflavina,mg,"0,08","0,01","0,01",BRC0234B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0234B,Nome não encontrado
Vitamina B6,mg,"0,05","0,01","0,00",BRC0234B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0234B,Nome não encontrado
Vitamina C,mg,"0,63","0,09","0,05",BRC0234B,Nome não encontrado
Equivalente de folato,mcg,"44,8","6,28","3,59",BRC0234B,Nome não encontrado
Sal de adição,g,"0,32","0,04","0,03",BRC0234B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0234B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0234B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0234B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0234B,Nome não encontrado
