componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,1523,380,BRC0791B,Nome não encontrado
Energia,kcal,364,90,BRC0791B,Nome não encontrado
Umidade,g,"26,3","6,58",BRC0791B,Nome não encontrado
Carboidrato total,g,"50,6","12,6",BRC0791B,Nome não encontrado
Carboidrato disponível,g,"46,5","11,6",BRC0791B,Nome não encontrado
Proteína,g,"6,03","1,51",BRC0791B,Nome não encontrado
Lipídios,g,"16,1","4,02",BRC0791B,Nome não encontrado
Fibra alimentar,g,"3,95","0,99",BRC0791B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0791B,Nome não encontrado
Cinzas,g,"1,00","0,25",BRC0791B,Nome não encontrado
Colesterol,mg,"85,6","21,4",BRC0791B,Nome não encontrado
Ácidos graxos saturados,g,"3,90","0,97",BRC0791B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"5,46","1,36",BRC0791B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"5,76","1,44",BRC0791B,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,02",BRC0791B,Nome não encontrado
Cálcio,mg,"56,4","14,1",BRC0791B,Nome não encontrado
Ferro,mg,"1,40","0,35",BRC0791B,Nome não encontrado
Sódio,mg,115,"28,8",BRC0791B,Nome não encontrado
Magnésio,mg,"26,5","6,62",BRC0791B,Nome não encontrado
Fósforo,mg,"69,0","17,3",BRC0791B,Nome não encontrado
Potássio,mg,254,"63,7",BRC0791B,Nome não encontrado
Manganês,mg,"0,24","0,06",BRC0791B,Nome não encontrado
Zinco,mg,"0,61","0,15",BRC0791B,Nome não encontrado
Cobre,mg,"0,06","0,01",BRC0791B,Nome não encontrado
Selênio,mcg,"4,09","1,02",BRC0791B,Nome não encontrado
Vitamina A (RE),mcg,"41,4","10,4",BRC0791B,Nome não encontrado
Vitamina A (RAE),mcg,"38,5","9,62",BRC0791B,Nome não encontrado
Vitamina D,mcg,"0,40","0,10",BRC0791B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,84","0,21",BRC0791B,Nome não encontrado
Tiamina,mg,"0,02","0,00",BRC0791B,Nome não encontrado
Riboflavina,mg,"0,12","0,03",BRC0791B,Nome não encontrado
Niacina,mg,"0,66","0,16",BRC0791B,Nome não encontrado
Vitamina B6,mg,"0,46","0,12",BRC0791B,Nome não encontrado
Vitamina B12,mcg,"0,35","0,09",BRC0791B,Nome não encontrado
Vitamina C,mg,"0,79","0,20",BRC0791B,Nome não encontrado
Equivalente de folato,mcg,"32,6","8,16",BRC0791B,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0791B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0791B,Nome não encontrado
Gordura de adição,g,-,-,BRC0791B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0791B,Nome não encontrado
Proteína animal,g,-,-,BRC0791B,Nome não encontrado
