componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Concha cheia (130 g),codigo_alimento,nome_alimento
Energia,kJ,361,72,469,BRC0820B,Nome não encontrado
Energia,kcal,86,17,112,BRC0820B,Nome não encontrado
Umidade,g,"82,0","16,4",106,BRC0820B,Nome não encontrado
Carboidrato total,g,"6,51","1,30","8,46",BRC0820B,Nome não encontrado
Carboidrato disponível,g,"5,55","1,11","7,21",BRC0820B,Nome não encontrado
Proteína,g,"6,42","1,28","8,34",BRC0820B,Nome não encontrado
Lipídios,g,"4,05","0,81","5,26",BRC0820B,Nome não encontrado
Fibra alimentar,g,"0,96","0,19","1,25",BRC0820B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0820B,Nome não encontrado
Cinzas,g,"1,06","0,21","1,37",BRC0820B,Nome não encontrado
Colesterol,mg,"15,1","3,01","19,6",BRC0820B,Nome não encontrado
Ácidos graxos saturados,g,"1,83","0,37","2,38",BRC0820B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,22","0,24","1,59",BRC0820B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,57","0,11","0,74",BRC0820B,Nome não encontrado
Ácidos graxos trans,g,"0,08","0,02","0,10",BRC0820B,Nome não encontrado
Cálcio,mg,"30,4","6,08","39,5",BRC0820B,Nome não encontrado
Ferro,mg,"0,63","0,13","0,81",BRC0820B,Nome não encontrado
Sódio,mg,212,"42,5",276,BRC0820B,Nome não encontrado
Magnésio,mg,"8,60","1,72","11,2",BRC0820B,Nome não encontrado
Fósforo,mg,"62,2","12,4","80,9",BRC0820B,Nome não encontrado
Potássio,mg,155,"31,0",201,BRC0820B,Nome não encontrado
Manganês,mg,"0,11","0,02","0,14",BRC0820B,Nome não encontrado
Zinco,mg,"1,26","0,25","1,63",BRC0820B,Nome não encontrado
Cobre,mg,"0,05","0,01","0,07",BRC0820B,Nome não encontrado
Selênio,mcg,"1,56","0,31","2,03",BRC0820B,Nome não encontrado
Vitamina A (RE),mcg,239,"47,9",311,BRC0820B,Nome não encontrado
Vitamina A (RAE),mcg,133,"26,6",172,BRC0820B,Nome não encontrado
Vitamina D,mcg,"0,31","0,06","0,40",BRC0820B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,82","0,56","3,67",BRC0820B,Nome não encontrado
Tiamina,mg,"0,04","0,01","0,05",BRC0820B,Nome não encontrado
Riboflavina,mg,"0,05","0,01","0,07",BRC0820B,Nome não encontrado
Niacina,mg,"0,68","0,14","0,89",BRC0820B,Nome não encontrado
Vitamina B6,mg,"0,04","0,01","0,05",BRC0820B,Nome não encontrado
Vitamina B12,mcg,"0,30","0,06","0,39",BRC0820B,Nome não encontrado
Vitamina C,mg,"2,86","0,57","3,72",BRC0820B,Nome não encontrado
Equivalente de folato,mcg,"4,55","0,91","5,92",BRC0820B,Nome não encontrado
Sal de adição,g,"0,32","0,06","0,42",BRC0820B,Nome não encontrado
Açúcar de adição,g,-,-,-,BRC0820B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0820B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0820B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0820B,Nome não encontrado
