componente,unidade,Valor por 100g,Porção Média (40 g),codigo_alimento,nome_alimento
Energia,kJ,696,278,BRC0179C,Nome não encontrado
Energia,kcal,164,65,BRC0179C,Nome não encontrado
Umidade,g,"57,3","22,9",BRC0179C,Nome não encontrado
Carboidrato total,g,"42,0","16,8",BRC0179C,Nome não encontrado
Carboidrato disponível,g,"38,8","15,5",BRC0179C,Nome não encontrado
Proteína,g,"0,22","0,09",BRC0179C,Nome não encontrado
Lipídios,g,"0,21","0,08",BRC0179C,Nome não encontrado
Fibra alimentar,g,"3,20","1,28",BRC0179C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0179C,Nome não encontrado
Cinzas,g,"0,34","0,14",BRC0179C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0179C,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,02",BRC0179C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,05","0,02",BRC0179C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,06","0,02",BRC0179C,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0179C,Nome não encontrado
Cálcio,mg,"54,0","21,6",BRC0179C,Nome não encontrado
Ferro,mg,"0,43","0,17",BRC0179C,Nome não encontrado
Sódio,mg,"4,00","1,60",BRC0179C,Nome não encontrado
Magnésio,mg,"4,00","1,60",BRC0179C,Nome não encontrado
Fósforo,mg,"3,00","1,20",BRC0179C,Nome não encontrado
Potássio,mg,"21,0","8,40",BRC0179C,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0179C,Nome não encontrado
Zinco,mg,"0,26","0,10",BRC0179C,Nome não encontrado
Cobre,mg,"0,14","0,06",BRC0179C,Nome não encontrado
Selênio,mcg,"0,20","0,08",BRC0179C,Nome não encontrado
Vitamina A (RE),mcg,-,-,BRC0179C,Nome não encontrado
Vitamina A (RAE),mcg,"2,00","0,80",BRC0179C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0179C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,05","0,02",BRC0179C,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0179C,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0179C,Nome não encontrado
Niacina,mg,"0,00","0,00",BRC0179C,Nome não encontrado
Vitamina B6,mg,"0,01","0,00",BRC0179C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0179C,Nome não encontrado
Vitamina C,mg,"0,00","0,00",BRC0179C,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC0179C,Nome não encontrado
Sal de adição,g,,,BRC0179C,Nome não encontrado
Açúcar de adição,g,,,BRC0179C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0179C,Nome não encontrado
Proteína vegetal,g,"0,22","0,09",BRC0179C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0179C,Nome não encontrado
