componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (20 g),codigo_alimento,nome_alimento
Energia,kJ,1291,258,BRC0063G,Nome não encontrado
Energia,kcal,312,62,BRC0063G,Nome não encontrado
Umidade,g,"54,7","10,9",BRC0063G,Nome não encontrado
Carboidrato total,g,"2,60","0,52",BRC0063G,Nome não encontrado
Carboidrato disponível,g,"2,60","0,52",BRC0063G,Nome não encontrado
Proteína,g,"11,6","2,32",BRC0063G,Nome não encontrado
Lipídios,g,"28,4","5,68",BRC0063G,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0063G,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0063G,Nome não encontrado
Cinzas,g,"3,73","0,75",BRC0063G,Nome não encontrado
Colesterol,mg,"85,0","17,0",BRC0063G,Nome não encontrado
Ácidos graxos saturados,g,"16,5","3,29",BRC0063G,Nome não encontrado
Ácidos graxos monoinsaturados,g,"7,55","1,51",BRC0063G,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,41","0,08",BRC0063G,Nome não encontrado
Ácidos graxos trans,g,"10,5","2,09",BRC0063G,Nome não encontrado
Cálcio,mg,328,"65,6",BRC0063G,Nome não encontrado
Ferro,mg,"0,27","0,05",BRC0063G,Nome não encontrado
Sódio,mg,792,158,BRC0063G,Nome não encontrado
Magnésio,mg,"16,2","3,25",BRC0063G,Nome não encontrado
Fósforo,mg,586,117,BRC0063G,Nome não encontrado
Potássio,mg,196,"39,3",BRC0063G,Nome não encontrado
Manganês,mg,"0,01","0,00",BRC0063G,Nome não encontrado
Zinco,mg,"1,32","0,26",BRC0063G,Nome não encontrado
Cobre,mg,"0,05","0,01",BRC0063G,Nome não encontrado
Selênio,mcg,"13,1","2,62",BRC0063G,Nome não encontrado
Vitamina A (RE),mcg,818,163,BRC0063G,Nome não encontrado
Vitamina A (RAE),mcg,818,163,BRC0063G,Nome não encontrado
Vitamina D,mcg,,,BRC0063G,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0063G,Nome não encontrado
Tiamina,mg,traços,traços,BRC0063G,Nome não encontrado
Riboflavina,mg,"0,20","0,04",BRC0063G,Nome não encontrado
Niacina,mg,traços,traços,BRC0063G,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0063G,Nome não encontrado
Vitamina B12,mcg,"1,03","0,21",BRC0063G,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0063G,Nome não encontrado
Equivalente de folato,mcg,"4,07","0,81",BRC0063G,Nome não encontrado
Sal de adição,g,,,BRC0063G,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0063G,Nome não encontrado
Gordura de adição,g,,,BRC0063G,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0063G,Nome não encontrado
Proteína animal,g,"11,6","2,32",BRC0063G,Nome não encontrado
