componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,527,BRC0528E,Nome não encontrado
Energia,kcal,125,BRC0528E,Nome não encontrado
Umidade,g,"70,1",BRC0528E,Nome não encontrado
Carboidrato total,g,"0,00",BRC0528E,Nome não encontrado
Carboidrato disponível,g,"0,00",BRC0528E,Nome não encontrado
Proteína,g,"26,3",BRC0528E,Nome não encontrado
Lipídios,g,"2,17",BRC0528E,Nome não encontrado
Fibra alimentar,g,"0,00",BRC0528E,Nome não encontrado
Álcool,g,"0,00",BRC0528E,Nome não encontrado
Cinzas,g,"1,45",BRC0528E,Nome não encontrado
Colesterol,mg,"83,7",BRC0528E,Nome não encontrado
Ácidos graxos saturados,g,"0,43",BRC0528E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40",BRC0528E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,38",BRC0528E,Nome não encontrado
Ácidos graxos trans,g,,BRC0528E,Nome não encontrado
Cálcio,mg,"13,0",BRC0528E,Nome não encontrado
Ferro,mg,"0,86",BRC0528E,Nome não encontrado
Sódio,mg,312,BRC0528E,Nome não encontrado
Magnésio,mg,"32,8",BRC0528E,Nome não encontrado
Fósforo,mg,235,BRC0528E,Nome não encontrado
Potássio,mg,283,BRC0528E,Nome não encontrado
Manganês,mg,"0,00",BRC0528E,Nome não encontrado
Zinco,mg,"1,50",BRC0528E,Nome não encontrado
Cobre,mg,"0,08",BRC0528E,Nome não encontrado
Selênio,mcg,,BRC0528E,Nome não encontrado
Vitamina A (RE),mcg,"7,49",BRC0528E,Nome não encontrado
Vitamina A (RAE),mcg,"7,49",BRC0528E,Nome não encontrado
Vitamina D,mcg,"0,13",BRC0528E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,09",BRC0528E,Nome não encontrado
Tiamina,mg,"0,04",BRC0528E,Nome não encontrado
Riboflavina,mg,"0,18",BRC0528E,Nome não encontrado
Niacina,mg,"11,6",BRC0528E,Nome não encontrado
Vitamina B6,mg,"0,81",BRC0528E,Nome não encontrado
Vitamina B12,mcg,"0,66",BRC0528E,Nome não encontrado
Vitamina C,mg,"0,00",BRC0528E,Nome não encontrado
Equivalente de folato,mcg,"8,21",BRC0528E,Nome não encontrado
Sal de adição,g,"0,00",BRC0528E,Nome não encontrado
Açúcar de adição,g,"0,45",BRC0528E,Nome não encontrado
Gordura de adição,g,-,BRC0528E,Nome não encontrado
Proteína vegetal,g,-,BRC0528E,Nome não encontrado
Proteína animal,g,-,BRC0528E,Nome não encontrado
