componente,unidade,Valor por 100g,Colher sopa cheia (40 g),codigo_alimento,nome_alimento
Energia,kJ,437,174,BRC0311B,Nome não encontrado
Energia,kcal,103,41,BRC0311B,Nome não encontrado
Umidade,g,"72,0","28,8",BRC0311B,Nome não encontrado
Carboidrato total,g,"25,5","10,2",BRC0311B,Nome não encontrado
Carboidrato disponível,g,"22,7","9,10",BRC0311B,Nome não encontrado
Proteína,g,"0,89","0,36",BRC0311B,Nome não encontrado
Lipídios,g,"0,34","0,14",BRC0311B,Nome não encontrado
Fibra alimentar,g,"2,76","1,10",BRC0311B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0311B,Nome não encontrado
Cinzas,g,"1,25","0,50",BRC0311B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0311B,Nome não encontrado
Ácidos graxos saturados,g,"0,08","0,03",BRC0311B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,08","0,03",BRC0311B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,10","0,04",BRC0311B,Nome não encontrado
Ácidos graxos trans,g,traços,traços,BRC0311B,Nome não encontrado
Cálcio,mg,"16,7","6,69",BRC0311B,Nome não encontrado
Ferro,mg,"0,35","0,14",BRC0311B,Nome não encontrado
Sódio,mg,285,114,BRC0311B,Nome não encontrado
Magnésio,mg,"23,4","9,35",BRC0311B,Nome não encontrado
Fósforo,mg,"24,1","9,62",BRC0311B,Nome não encontrado
Potássio,mg,169,"67,9",BRC0311B,Nome não encontrado
Manganês,mg,"0,19","0,08",BRC0311B,Nome não encontrado
Zinco,mg,"0,17","0,07",BRC0311B,Nome não encontrado
Cobre,mg,"0,03","0,01",BRC0311B,Nome não encontrado
Selênio,mcg,"0,58","0,23",BRC0311B,Nome não encontrado
Vitamina A (RE),mcg,"29,1","11,7",BRC0311B,Nome não encontrado
Vitamina A (RAE),mcg,"14,6","5,83",BRC0311B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0311B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,87","0,35",BRC0311B,Nome não encontrado
Tiamina,mg,"0,05","0,02",BRC0311B,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0311B,Nome não encontrado
Niacina,mg,traços,traços,BRC0311B,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0311B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0311B,Nome não encontrado
Vitamina C,mg,"9,38","3,75",BRC0311B,Nome não encontrado
Equivalente de folato,mcg,"11,1","4,46",BRC0311B,Nome não encontrado
Sal de adição,g,"0,47","0,19",BRC0311B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0311B,Nome não encontrado
Gordura de adição,g,-,-,BRC0311B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0311B,Nome não encontrado
Proteína animal,g,-,-,BRC0311B,Nome não encontrado
