componente,unidade,Valor por 100g,Colher sopa rasa (25 g),codigo_alimento,nome_alimento
Energia,kJ,1278,319,BRC0783B,Nome não encontrado
Energia,kcal,305,76,BRC0783B,Nome não encontrado
Umidade,g,"36,7","9,18",BRC0783B,Nome não encontrado
Carboidrato total,g,"41,6","10,4",BRC0783B,Nome não encontrado
Carboidrato disponível,g,"38,2","9,55",BRC0783B,Nome não encontrado
Proteína,g,"6,70","1,67",BRC0783B,Nome não encontrado
Lipídios,g,"13,1","3,29",BRC0783B,Nome não encontrado
Fibra alimentar,g,"3,36","0,84",BRC0783B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0783B,Nome não encontrado
Cinzas,g,"1,88","0,47",BRC0783B,Nome não encontrado
Colesterol,mg,"22,6","5,64",BRC0783B,Nome não encontrado
Ácidos graxos saturados,g,"2,89","0,72",BRC0783B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"4,25","1,06",BRC0783B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"4,88","1,22",BRC0783B,Nome não encontrado
Ácidos graxos trans,g,"0,04","0,01",BRC0783B,Nome não encontrado
Cálcio,mg,"43,7","10,9",BRC0783B,Nome não encontrado
Ferro,mg,"1,20","0,30",BRC0783B,Nome não encontrado
Sódio,mg,504,126,BRC0783B,Nome não encontrado
Magnésio,mg,"26,8","6,70",BRC0783B,Nome não encontrado
Fósforo,mg,"94,2","23,5",BRC0783B,Nome não encontrado
Potássio,mg,304,"76,0",BRC0783B,Nome não encontrado
Manganês,mg,"0,30","0,08",BRC0783B,Nome não encontrado
Zinco,mg,"1,28","0,32",BRC0783B,Nome não encontrado
Cobre,mg,"0,07","0,02",BRC0783B,Nome não encontrado
Selênio,mcg,"0,75","0,19",BRC0783B,Nome não encontrado
Vitamina A (RE),mcg,"5,71","1,43",BRC0783B,Nome não encontrado
Vitamina A (RAE),mcg,"5,26","1,31",BRC0783B,Nome não encontrado
Vitamina D,mcg,"0,31","0,08",BRC0783B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,71","0,18",BRC0783B,Nome não encontrado
Tiamina,mg,"0,09","0,02",BRC0783B,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0783B,Nome não encontrado
Niacina,mg,"1,79","0,45",BRC0783B,Nome não encontrado
Vitamina B6,mg,"0,39","0,10",BRC0783B,Nome não encontrado
Vitamina B12,mcg,"0,25","0,06",BRC0783B,Nome não encontrado
Vitamina C,mg,"3,07","0,77",BRC0783B,Nome não encontrado
Equivalente de folato,mcg,"22,8","5,69",BRC0783B,Nome não encontrado
Sal de adição,g,"0,32","0,08",BRC0783B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0783B,Nome não encontrado
Gordura de adição,g,-,-,BRC0783B,Nome não encontrado
Proteína vegetal,g,-,-,BRC0783B,Nome não encontrado
Proteína animal,g,-,-,BRC0783B,Nome não encontrado
