componente,unidade,Valor por 100g,codigo_alimento,nome_alimento
Energia,kJ,964,BRC0209K,Nome não encontrado
Energia,kcal,230,BRC0209K,Nome não encontrado
Umidade,g,"54,5",BRC0209K,Nome não encontrado
Carboidrato total,g,"28,7",BRC0209K,Nome não encontrado
Carboidrato disponível,g,"28,0",BRC0209K,Nome não encontrado
Proteína,g,"4,91",BRC0209K,Nome não encontrado
Lipídios,g,"10,8",BRC0209K,Nome não encontrado
Fibra alimentar,g,"0,67",BRC0209K,Nome não encontrado
Álcool,g,"0,00",BRC0209K,Nome não encontrado
Cinzas,g,"1,11",BRC0209K,Nome não encontrado
Colesterol,mg,"4,12",BRC0209K,Nome não encontrado
Ácidos graxos saturados,g,"7,60",BRC0209K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,33",BRC0209K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,19",BRC0209K,Nome não encontrado
Ácidos graxos trans,g,"0,10",BRC0209K,Nome não encontrado
Cálcio,mg,146,BRC0209K,Nome não encontrado
Ferro,mg,"0,26",BRC0209K,Nome não encontrado
Sódio,mg,"69,6",BRC0209K,Nome não encontrado
Magnésio,mg,"19,9",BRC0209K,Nome não encontrado
Fósforo,mg,121,BRC0209K,Nome não encontrado
Potássio,mg,240,BRC0209K,Nome não encontrado
Manganês,mg,"0,11",BRC0209K,Nome não encontrado
Zinco,mg,"0,72",BRC0209K,Nome não encontrado
Cobre,mg,"0,07",BRC0209K,Nome não encontrado
Selênio,mcg,"9,49",BRC0209K,Nome não encontrado
Vitamina A (RE),mcg,"40,9",BRC0209K,Nome não encontrado
Vitamina A (RAE),mcg,"40,2",BRC0209K,Nome não encontrado
Vitamina D,mcg,"0,07",BRC0209K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,13",BRC0209K,Nome não encontrado
Tiamina,mg,"0,04",BRC0209K,Nome não encontrado
Riboflavina,mg,"0,23",BRC0209K,Nome não encontrado
Niacina,mg,"0,51",BRC0209K,Nome não encontrado
Vitamina B6,mg,"0,26",BRC0209K,Nome não encontrado
Vitamina B12,mcg,"0,32",BRC0209K,Nome não encontrado
Vitamina C,mg,"1,23",BRC0209K,Nome não encontrado
Equivalente de folato,mcg,"10,9",BRC0209K,Nome não encontrado
Sal de adição,g,,BRC0209K,Nome não encontrado
Açúcar de adição,g,,BRC0209K,Nome não encontrado
Gordura de adição,g,-,BRC0209K,Nome não encontrado
Proteína vegetal,g,-,BRC0209K,Nome não encontrado
Proteína animal,g,-,BRC0209K,Nome não encontrado
