componente,unidade,Valor por 100g,Colher sopa cheia (30 g),codigo_alimento,nome_alimento
Energia,kJ,631,189,BRC0065K,Nome não encontrado
Energia,kcal,150,45,BRC0065K,Nome não encontrado
Umidade,g,"68,5","20,6",BRC0065K,Nome não encontrado
Carboidrato total,g,"21,1","6,33",BRC0065K,Nome não encontrado
Carboidrato disponível,g,"21,1","6,33",BRC0065K,Nome não encontrado
Proteína,g,"4,50","1,35",BRC0065K,Nome não encontrado
Lipídios,g,"5,30","1,59",BRC0065K,Nome não encontrado
Fibra alimentar,g,,,BRC0065K,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0065K,Nome não encontrado
Cinzas,g,"0,60","0,18",BRC0065K,Nome não encontrado
Colesterol,mg,"46,4","13,9",BRC0065K,Nome não encontrado
Ácidos graxos saturados,g,"3,03","0,91",BRC0065K,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,67","0,50",BRC0065K,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,29","0,09",BRC0065K,Nome não encontrado
Ácidos graxos trans,g,,,BRC0065K,Nome não encontrado
Cálcio,mg,"81,6","24,5",BRC0065K,Nome não encontrado
Ferro,mg,"0,47","0,14",BRC0065K,Nome não encontrado
Sódio,mg,"32,3","9,69",BRC0065K,Nome não encontrado
Magnésio,mg,"17,0","5,10",BRC0065K,Nome não encontrado
Fósforo,mg,"99,4","29,8",BRC0065K,Nome não encontrado
Potássio,mg,121,"36,5",BRC0065K,Nome não encontrado
Manganês,mg,,,BRC0065K,Nome não encontrado
Zinco,mg,"0,54","0,16",BRC0065K,Nome não encontrado
Cobre,mg,,,BRC0065K,Nome não encontrado
Selênio,mcg,,,BRC0065K,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0065K,Nome não encontrado
Vitamina A (RAE),mcg,"46,4","13,9",BRC0065K,Nome não encontrado
Vitamina D,mcg,,,BRC0065K,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,37","0,41",BRC0065K,Nome não encontrado
Tiamina,mg,"0,04","0,01",BRC0065K,Nome não encontrado
Riboflavina,mg,"0,17","0,05",BRC0065K,Nome não encontrado
Niacina,mg,"0,05","0,01",BRC0065K,Nome não encontrado
Vitamina B6,mg,"0,05","0,01",BRC0065K,Nome não encontrado
Vitamina B12,mcg,"0,40","0,12",BRC0065K,Nome não encontrado
Vitamina C,mg,"0,09","0,03",BRC0065K,Nome não encontrado
Equivalente de folato,mcg,"12,8","3,83",BRC0065K,Nome não encontrado
Sal de adição,g,,,BRC0065K,Nome não encontrado
Açúcar de adição,g,,,BRC0065K,Nome não encontrado
Gordura de adição,g,,,BRC0065K,Nome não encontrado
Proteína vegetal,g,,,BRC0065K,Nome não encontrado
Proteína animal,g,,,BRC0065K,Nome não encontrado
