componente,unidade,Valor por 100g,Colher sopa cheia (27 g),Colher sopa rasa (19 g),codigo_alimento,nome_alimento
Energia,kJ,496,133,94,BRC0350B,Nome não encontrado
Energia,kcal,118,31,22,BRC0350B,Nome não encontrado
Umidade,g,"74,9","20,2","14,2",BRC0350B,Nome não encontrado
Carboidrato total,g,"17,9","4,84","3,40",BRC0350B,Nome não encontrado
Carboidrato disponível,g,"15,4","4,16","2,93",BRC0350B,Nome não encontrado
Proteína,g,"1,45","0,39","0,28",BRC0350B,Nome não encontrado
Lipídios,g,"5,11","1,38","0,97",BRC0350B,Nome não encontrado
Fibra alimentar,g,"2,50","0,68","0,48",BRC0350B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0350B,Nome não encontrado
Cinzas,g,"0,59","0,16","0,11",BRC0350B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0350B,Nome não encontrado
Ácidos graxos saturados,g,"0,79","0,21","0,15",BRC0350B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,17","0,32","0,22",BRC0350B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,06","0,83","0,58",BRC0350B,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,01","0,00",BRC0350B,Nome não encontrado
Cálcio,mg,"4,91","1,33","0,93",BRC0350B,Nome não encontrado
Ferro,mg,"0,30","0,08","0,06",BRC0350B,Nome não encontrado
Sódio,mg,"0,96","0,26","0,18",BRC0350B,Nome não encontrado
Magnésio,mg,"14,1","3,81","2,68",BRC0350B,Nome não encontrado
Fósforo,mg,"26,4","7,13","5,02",BRC0350B,Nome não encontrado
Potássio,mg,193,"52,1","36,7",BRC0350B,Nome não encontrado
Manganês,mg,"0,02","0,01","0,00",BRC0350B,Nome não encontrado
Zinco,mg,"0,23","0,06","0,04",BRC0350B,Nome não encontrado
Cobre,mg,"0,12","0,03","0,02",BRC0350B,Nome não encontrado
Selênio,mcg,"0,47","0,13","0,09",BRC0350B,Nome não encontrado
Vitamina A (RE),mcg,"13,0","3,51","2,47",BRC0350B,Nome não encontrado
Vitamina A (RAE),mcg,"6,50","1,76","1,24",BRC0350B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0350B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,97","0,26","0,18",BRC0350B,Nome não encontrado
Tiamina,mg,"0,11","0,03","0,02",BRC0350B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0350B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0350B,Nome não encontrado
Vitamina B6,mg,"0,11","0,03","0,02",BRC0350B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0350B,Nome não encontrado
Vitamina C,mg,traços,traços,traços,BRC0350B,Nome não encontrado
Equivalente de folato,mcg,"10,7","2,90","2,04",BRC0350B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0350B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0350B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0350B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0350B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0350B,Nome não encontrado
